开盘时间,开盘价,最高价,最低价,收盘价,成交量,收盘时间,成交额,成交笔数,主动买入成交量,主动买入成交额,忽略
2024-09-16 10:00:00,0.00003118,0.00044200,0.00003118,0.00033139,91834503832.00,2024-09-16 10:59:59.999,31521093.30498602,100836,46525338315.00,16039177.70905632,0
2024-09-16 11:00:00,0.00033190,0.00036888,0.00031962,0.00033322,37221000227.00,2024-09-16 11:59:59.999,12681522.43401177,61813,20722268518.00,7089655.82117995,0
2024-09-16 12:00:00,0.00033320,0.00033400,0.00030600,0.00031768,36441074080.00,2024-09-16 12:59:59.999,11675478.88805945,61213,16769090632.00,5366574.77720647,0
2024-09-16 13:00:00,0.00031768,0.00038567,0.00031100,0.00038321,71631823214.00,2024-09-16 13:59:59.999,24900000.06119576,91803,40382973207.00,14083488.50934971,0
2024-09-16 14:00:00,0.00038319,0.00042488,0.00036781,0.00038280,104368056471.00,2024-09-16 14:59:59.999,41433990.16402956,145683,52519005428.00,20878086.06739055,0
2024-09-16 15:00:00,0.00038243,0.00041200,0.00037001,0.00040300,42369048773.00,2024-09-16 15:59:59.999,16508423.23488057,67499,21042341436.00,8210300.96984403,0
2024-09-16 16:00:00,0.00040244,0.00043330,0.00038100,0.00038489,62196119341.00,2024-09-16 16:59:59.999,25407609.86616184,86359,30507426424.00,12497303.76437216,0
2024-09-16 17:00:00,0.00038514,0.00040960,0.00037000,0.00040034,29657870224.00,2024-09-16 17:59:59.999,11467818.54483062,42082,15021966740.00,5827797.46905333,0
2024-09-16 18:00:00,0.00040034,0.00040075,0.00038000,0.00038438,15123995876.00,2024-09-16 18:59:59.999,5868840.87955049,28672,7127314479.00,2765988.29133775,0
2024-09-16 19:00:00,0.00038472,0.00038673,0.00035183,0.00035663,23331791455.00,2024-09-16 19:59:59.999,8523104.53775076,34865,10753812292.00,3927116.75641010,0
2024-09-16 20:00:00,0.00035689,0.00036145,0.00033383,0.00033981,22929212253.00,2024-09-16 20:59:59.999,7886081.31345390,33823,10192374532.00,3511575.58527510,0
2024-09-16 21:00:00,0.00033990,0.00037000,0.00033968,0.00036242,18246506272.00,2024-09-16 21:59:59.999,6525614.09831193,26261,10195434697.00,3646780.95296202,0
2024-09-16 22:00:00,0.00036283,0.00036486,0.00033515,0.00034140,15895440927.00,2024-09-16 22:59:59.999,5580498.54683384,21925,7070848245.00,2486514.16603534,0
2024-09-16 23:00:00,0.00034145,0.00036494,0.00034100,0.00035989,11980351148.00,2024-09-16 23:59:59.999,4251284.12880419,21370,5999301477.00,2128626.36378891,0
2024-09-17 00:00:00,0.00035982,0.00038621,0.00035933,0.00038234,25487468093.00,2024-09-17 00:59:59.999,9578202.33087116,40962,13179929332.00,4951679.95180848,0
2024-09-17 01:00:00,0.00038253,0.00038900,0.00036806,0.00037021,16578710149.00,2024-09-17 01:59:59.999,6301320.79703819,25418,7952585317.00,3028440.16498077,0
2024-09-17 02:00:00,0.00037021,0.00038400,0.00036800,0.00037993,8745999027.00,2024-09-17 02:59:59.999,3312673.92428262,14672,4717690408.00,1788166.95752720,0
2024-09-17 03:00:00,0.00037976,0.00038296,0.00035300,0.00035912,16649111446.00,2024-09-17 03:59:59.999,6110409.67757985,24206,7432235863.00,2730577.28971986,0
2024-09-17 04:00:00,0.00035909,0.00035914,0.00034034,0.00034288,16843119802.00,2024-09-17 04:59:59.999,5871990.18788126,25700,7819449220.00,2727003.12736352,0
2024-09-17 05:00:00,0.00034325,0.00036691,0.00034228,0.00036148,11014694909.00,2024-09-17 05:59:59.999,3908781.85850751,17494,6254664293.00,2218900.05190501,0
2024-09-17 06:00:00,0.00036130,0.00037750,0.00035111,0.00037312,14294467257.00,2024-09-17 06:59:59.999,5246110.17699150,25839,7274424934.00,2673488.10459940,0
2024-09-17 07:00:00,0.00037314,0.00037737,0.00036500,0.00037274,9631349500.00,2024-09-17 07:59:59.999,3566957.41498757,17817,4575051145.00,1696222.54610971,0
2024-09-17 08:00:00,0.00037295,0.00040996,0.00037174,0.00039638,34433008510.00,2024-09-17 08:59:59.999,13557594.99915713,53080,18365188715.00,7228909.14881019,0
2024-09-17 09:00:00,0.00039637,0.00040925,0.00039225,0.00040429,24618159057.00,2024-09-17 09:59:59.999,9859016.43134037,37070,12108934037.00,4853848.73644206,0
2024-09-17 10:00:00,0.00040441,0.00041130,0.00037171,0.00037604,25789793960.00,2024-09-17 10:59:59.999,9995334.91300351,35893,12343932458.00,4789845.57312692,0
2024-09-17 11:00:00,0.00037604,0.00038220,0.00036607,0.00037888,17202292231.00,2024-09-17 11:59:59.999,6470058.52993777,20553,7600378959.00,2859641.00880725,0
2024-09-17 12:00:00,0.00037883,0.00039250,0.00037340,0.00039083,15876345727.00,2024-09-17 12:59:59.999,6110453.35382043,21427,8100150387.00,3118209.09313806,0
2024-09-17 13:00:00,0.00039064,0.00039500,0.00037491,0.00038276,13113117250.00,2024-09-17 13:59:59.999,5046494.06613819,18277,5984705079.00,2304578.99168813,0
2024-09-17 14:00:00,0.00038303,0.00039097,0.00037378,0.00038514,16308917549.00,2024-09-17 14:59:59.999,6234688.66287410,21494,7975031991.00,3051171.56029027,0
2024-09-17 15:00:00,0.00038520,0.00052110,0.00038498,0.00051839,87022775785.00,2024-09-17 15:59:59.999,38913631.47240101,107354,44569439277.00,19783030.06192303,0
2024-09-17 16:00:00,0.00051910,0.00067808,0.00051090,0.00065975,131806462280.00,2024-09-17 16:59:59.999,78755609.26001233,229958,70062731675.00,41897288.43360828,0
2024-09-17 17:00:00,0.00065961,0.00066137,0.00059422,0.00063512,63936728181.00,2024-09-17 17:59:59.999,39837530.83778454,113509,30887461848.00,19260037.00582462,0
2024-09-17 18:00:00,0.00063512,0.00071379,0.00062482,0.00066089,59473590050.00,2024-09-17 18:59:59.999,39924223.42394909,106312,31038484927.00,20847947.83403086,0
2024-09-17 19:00:00,0.00066082,0.00069600,0.00063543,0.00065838,29956315464.00,2024-09-17 19:59:59.999,19950830.99422025,59074,15091375923.00,10057841.91550810,0
2024-09-17 20:00:00,0.00065838,0.00071600,0.00064000,0.00069915,35802065170.00,2024-09-17 20:59:59.999,24428906.01514715,72785,19176960331.00,13084141.23986404,0
2024-09-17 21:00:00,0.00069981,0.00070896,0.00065865,0.00066890,23452724884.00,2024-09-17 21:59:59.999,16096395.80859285,47911,11437210261.00,7851795.85720512,0
2024-09-17 22:00:00,0.00066891,0.00068510,0.00065207,0.00067328,15728842871.00,2024-09-17 22:59:59.999,10475262.16099308,34616,7606367477.00,5068604.42952129,0
2024-09-17 23:00:00,0.00067317,0.00069500,0.00066300,0.00068958,14281622421.00,2024-09-17 23:59:59.999,9725424.61774957,29239,7350307496.00,5008313.04664055,0
2024-09-18 00:00:00,0.00068968,0.00087000,0.00066052,0.00082917,50056824814.00,2024-09-18 00:59:59.999,38131164.14414883,119836,26933550170.00,20511318.62867600,0
2024-09-18 01:00:00,0.00082916,0.00089000,0.00077992,0.00079796,56995109663.00,2024-09-18 01:59:59.999,47426938.25621188,127800,29479298943.00,24552812.59689420,0
2024-09-18 02:00:00,0.00079773,0.00084500,0.00079200,0.00084247,26072566906.00,2024-09-18 02:59:59.999,21448579.68576239,61785,12951459065.00,10663212.65790315,0
2024-09-18 03:00:00,0.00084294,0.00084480,0.00081206,0.00082260,16927140127.00,2024-09-18 03:59:59.999,14048032.80553769,45380,8511561344.00,7067507.04197613,0
2024-09-18 04:00:00,0.00082260,0.00087696,0.00073295,0.00077992,50349310436.00,2024-09-18 04:59:59.999,40357155.02333600,111910,23601827666.00,18949480.82253782,0
2024-09-18 05:00:00,0.00077998,0.00078529,0.00072030,0.00075643,31319520941.00,2024-09-18 05:59:59.999,23521703.32657279,67098,14685359363.00,11043454.97048950,0
2024-09-18 06:00:00,0.00075643,0.00081000,0.00073000,0.00078912,24681623181.00,2024-09-18 06:59:59.999,19174373.78748123,53802,13037307920.00,10123877.28419856,0
2024-09-18 07:00:00,0.00078959,0.00082000,0.00077536,0.00079810,19084340248.00,2024-09-18 07:59:59.999,15247475.89530330,47112,8797478035.00,7031495.07078141,0
2024-09-18 08:00:00,0.00079888,0.00085888,0.00076022,0.00084829,31943071992.00,2024-09-18 08:59:59.999,26070656.04171093,85749,17072138778.00,13957498.40020352,0
2024-09-18 09:00:00,0.00084899,0.00085211,0.00080306,0.00080784,25240343557.00,2024-09-18 09:59:59.999,20955266.36396431,65609,12829479406.00,10663128.50510403,0
2024-09-18 10:00:00,0.00080784,0.00084781,0.00079000,0.00083527,22485439375.00,2024-09-18 10:59:59.999,18528164.98500174,55213,11754052739.00,9698504.99848161,0
2024-09-18 11:00:00,0.00083480,0.00090853,0.00078690,0.00080492,50552467094.00,2024-09-18 11:59:59.999,42705688.52019273,124951,23989690813.00,20357126.79551334,0
2024-09-18 12:00:00,0.00080492,0.00083500,0.00078700,0.00082861,21717106806.00,2024-09-18 12:59:59.999,17642236.55273828,53467,11538529348.00,9385435.10214774,0
2024-09-18 13:00:00,0.00082791,0.00085000,0.00082245,0.00083902,21083809099.00,2024-09-18 13:59:59.999,17625378.40450050,48630,10957398673.00,9166725.51265214,0
2024-09-18 14:00:00,0.00083879,0.00087000,0.00082701,0.00085199,22993464031.00,2024-09-18 14:59:59.999,19464819.67638420,49744,11773481429.00,9977569.50634268,0
2024-09-18 15:00:00,0.00085143,0.00091000,0.00077600,0.00078485,58072438812.00,2024-09-18 15:59:59.999,48398217.75875177,123193,28769926093.00,24070734.64352190,0
2024-09-18 16:00:00,0.00078449,0.00083890,0.00077250,0.00082830,28734234768.00,2024-09-18 16:59:59.999,23299510.93106694,66586,14757945986.00,11971844.45695308,0
2024-09-18 17:00:00,0.00082830,0.00083699,0.00078888,0.00081443,19518355015.00,2024-09-18 17:59:59.999,15840787.65070433,52460,9782915595.00,7949483.61160682,0
2024-09-18 18:00:00,0.00081395,0.00086932,0.00081181,0.00084386,37049043093.00,2024-09-18 18:59:59.999,31196664.66596623,96070,19356420630.00,16311225.21916343,0
2024-09-18 19:00:00,0.00084387,0.00085110,0.00079615,0.00081639,19883943726.00,2024-09-18 19:59:59.999,16329616.99973117,54660,8906738950.00,7330977.90441389,0
2024-09-18 20:00:00,0.00081669,0.00083300,0.00080501,0.00082708,9806296241.00,2024-09-18 20:59:59.999,8081403.69658460,34355,5256918749.00,4334739.20454395,0
2024-09-18 21:00:00,0.00082744,0.00087000,0.00082053,0.00084686,17524133315.00,2024-09-18 21:59:59.999,14874700.27928738,49111,10047036972.00,8531473.72353079,0
2024-09-18 22:00:00,0.00084700,0.00098000,0.00084601,0.00094279,43153176020.00,2024-09-18 22:59:59.999,39560900.17649048,110570,24924066434.00,22827492.27624887,0
2024-09-18 23:00:00,0.00094201,0.00098100,0.00090125,0.00096266,36751044817.00,2024-09-18 23:59:59.999,34901348.63007114,96308,18957628338.00,18016510.42260402,0
2024-09-19 00:00:00,0.00096313,0.00097545,0.00091189,0.00093184,26603759136.00,2024-09-19 00:59:59.999,25173209.72068725,72672,12574714544.00,11923521.26289126,0
2024-09-19 01:00:00,0.00093098,0.00096500,0.00092100,0.00094560,15443603030.00,2024-09-19 01:59:59.999,14646854.45884160,48574,8243193827.00,7823150.95355493,0
2024-09-19 02:00:00,0.00094592,0.00094870,0.00087299,0.00090365,22978323266.00,2024-09-19 02:59:59.999,20910021.11557271,62948,10895109010.00,9911304.13746664,0
2024-09-19 03:00:00,0.00090424,0.00090461,0.00085000,0.00088101,22849991480.00,2024-09-19 03:59:59.999,20079179.27750916,61219,11087041483.00,9749480.74162657,0
2024-09-19 04:00:00,0.00088159,0.00088592,0.00085000,0.00087811,15725390967.00,2024-09-19 04:59:59.999,13700724.06120281,44734,8201656191.00,7147565.54117799,0
2024-09-19 05:00:00,0.00087806,0.00088100,0.00082172,0.00086492,19681469352.00,2024-09-19 05:59:59.999,16728830.01331298,53008,9665096362.00,8209483.15823921,0
2024-09-19 06:00:00,0.00086449,0.00093663,0.00085158,0.00091222,30992314868.00,2024-09-19 06:59:59.999,27875334.48951439,75161,16619154146.00,14942468.03487444,0
2024-09-19 07:00:00,0.00091213,0.00093086,0.00089002,0.00091066,15666709840.00,2024-09-19 07:59:59.999,14294724.34124502,47790,7639195133.00,6971433.65525448,0
2024-09-19 08:00:00,0.00091066,0.00092280,0.00088583,0.00089424,11098497750.00,2024-09-19 08:59:59.999,10037891.09022497,36087,5510068298.00,4988515.14879264,0
2024-09-19 09:00:00,0.00089439,0.00091103,0.00086072,0.00086793,15526602949.00,2024-09-19 09:59:59.999,13837406.29926889,44456,7559016676.00,6754642.93578485,0
2024-09-19 10:00:00,0.00086792,0.00088432,0.00084000,0.00084653,21708869583.00,2024-09-19 10:59:59.999,18703472.48197829,60233,9940016578.00,8584159.18091687,0
2024-09-19 11:00:00,0.00084651,0.00086000,0.00083100,0.00085509,17402228740.00,2024-09-19 11:59:59.999,14752468.55125385,50006,8541190179.00,7244376.31956028,0
2024-09-19 12:00:00,0.00085476,0.00088000,0.00085000,0.00086665,12479165037.00,2024-09-19 12:59:59.999,10787340.81790194,38286,6308428546.00,5456700.73985613,0
2024-09-19 13:00:00,0.00086650,0.00093432,0.00085000,0.00091851,34278531588.00,2024-09-19 13:59:59.999,30602586.31758897,89167,19299185495.00,17297601.59185285,0
2024-09-19 14:00:00,0.00091829,0.00092987,0.00088240,0.00090400,21015479148.00,2024-09-19 14:59:59.999,18971590.46465578,59500,10430849157.00,9424196.63481486,0
2024-09-19 15:00:00,0.00090402,0.00102500,0.00090292,0.00101613,56393881504.00,2024-09-19 15:59:59.999,55027030.50282189,153572,31740049389.00,30971139.38986130,0
2024-09-19 16:00:00,0.00101582,0.00103816,0.00092412,0.00093608,41810210721.00,2024-09-19 16:59:59.999,40731268.05403239,118644,19823261818.00,19328192.01554720,0
2024-09-19 17:00:00,0.00093608,0.00096437,0.00092971,0.00094879,12474890018.00,2024-09-19 17:59:59.999,11835044.90543233,40860,6510603163.00,6176478.71112432,0
2024-09-19 18:00:00,0.00094878,0.00097784,0.00094000,0.00095344,12108881259.00,2024-09-19 18:59:59.999,11647194.17208283,38820,6078118962.00,5855784.33297415,0
2024-09-19 19:00:00,0.00095380,0.00095550,0.00090125,0.00092940,11586963136.00,2024-09-19 19:59:59.999,10763990.02001356,38604,5183629176.00,4816657.94240330,0
2024-09-19 20:00:00,0.00092937,0.00094568,0.00090000,0.00090971,10044174070.00,2024-09-19 20:59:59.999,9299742.12181207,30050,4586205980.00,4260545.25029292,0
2024-09-19 21:00:00,0.00090996,0.00093900,0.00090678,0.00092955,6576114168.00,2024-09-19 21:59:59.999,6083978.64072641,21435,3571786512.00,3302317.30467585,0
2024-09-19 22:00:00,0.00092954,0.00094199,0.00091347,0.00092020,6505589852.00,2024-09-19 22:59:59.999,6032823.21424849,25205,3442321346.00,3191972.67479480,0
2024-09-19 23:00:00,0.00092061,0.00094700,0.00091603,0.00091683,7751209729.00,2024-09-19 23:59:59.999,7231094.20096458,27787,4151973966.00,3873389.79872701,0
2024-09-20 00:00:00,0.00091706,0.00095910,0.00091332,0.00093541,12618317143.00,2024-09-20 00:59:59.999,11798884.53010104,49953,6427151682.00,6014555.05566997,0
2024-09-20 01:00:00,0.00093580,0.00094193,0.00089265,0.00091477,14823317412.00,2024-09-20 01:59:59.999,13652591.95958462,46391,6862317093.00,6337551.48557660,0
2024-09-20 02:00:00,0.00091469,0.00091935,0.00086359,0.00087090,18196518468.00,2024-09-20 02:59:59.999,16064421.25986795,56937,8207798813.00,7245278.15434279,0
2024-09-20 03:00:00,0.00087048,0.00090790,0.00086381,0.00090587,11980230115.00,2024-09-20 03:59:59.999,10650067.00795367,39656,6190894622.00,5506238.00022173,0
2024-09-20 04:00:00,0.00090575,0.00094700,0.00090339,0.00093035,15231960261.00,2024-09-20 04:59:59.999,14097253.92602136,47815,7665284682.00,7095095.00022140,0
2024-09-20 05:00:00,0.00093039,0.00093277,0.00090000,0.00090678,10304387632.00,2024-09-20 05:59:59.999,9449868.06754627,32115,5026619574.00,4609330.45369888,0
2024-09-20 06:00:00,0.00090658,0.00092000,0.00088566,0.00091329,12217962247.00,2024-09-20 06:59:59.999,11043506.17059487,39220,6018578483.00,5440624.92334144,0
2024-09-20 07:00:00,0.00091302,0.00091427,0.00085100,0.00086865,19968495631.00,2024-09-20 07:59:59.999,17501517.53663050,55593,8751087784.00,7664269.54635980,0
2024-09-20 08:00:00,0.00086875,0.00088300,0.00085257,0.00086479,13733289314.00,2024-09-20 08:59:59.999,11899426.32709127,49206,7011594526.00,6083492.54472549,0
2024-09-20 09:00:00,0.00086477,0.00089000,0.00081540,0.00082803,25263593267.00,2024-09-20 09:59:59.999,21445729.22296095,73346,11994695534.00,10186957.39026347,0
2024-09-20 10:00:00,0.00082760,0.00084547,0.00082405,0.00083528,15963997909.00,2024-09-20 10:59:59.999,13341393.13589220,47418,8180492265.00,6835499.81176127,0
2024-09-20 11:00:00,0.00083528,0.00083728,0.00078695,0.00081889,30090672640.00,2024-09-20 11:59:59.999,24399701.13026467,81190,13856113549.00,11251116.06734234,0
2024-09-20 12:00:00,0.00081877,0.00082800,0.00080000,0.00080264,16388775161.00,2024-09-20 12:59:59.999,13247474.16194550,51820,7224937644.00,5853579.12967648,0
2024-09-20 13:00:00,0.00080274,0.00081703,0.00076635,0.00080562,26122211580.00,2024-09-20 13:59:59.999,20569229.23567505,62849,11306222553.00,8920965.06970569,0
2024-09-20 14:00:00,0.00080537,0.00083394,0.00079449,0.00081050,16293183278.00,2024-09-20 14:59:59.999,13310108.26873374,46046,7855276620.00,6420356.43993407,0
2024-09-20 15:00:00,0.00081028,0.00083000,0.00080167,0.00081563,8886894471.00,2024-09-20 15:59:59.999,7235040.76999195,29459,4566197971.00,3722861.86761908,0
2024-09-20 16:00:00,0.00081591,0.00086200,0.00081422,0.00082024,23609768534.00,2024-09-20 16:59:59.999,19712559.57939086,60106,11337012043.00,9476930.33767694,0
2024-09-20 17:00:00,0.00081926,0.00082112,0.00080000,0.00080797,8666307142.00,2024-09-20 17:59:59.999,6998982.35028508,24004,3721959050.00,3009244.05753809,0
2024-09-20 18:00:00,0.00080812,0.00083200,0.00080326,0.00080999,5822443226.00,2024-09-20 18:59:59.999,4765948.58563353,18497,3113919162.00,2551215.02146667,0
2024-09-20 19:00:00,0.00080987,0.00083800,0.00080891,0.00082900,5435651062.00,2024-09-20 19:59:59.999,4486375.86424897,16951,2819383156.00,2326100.36533577,0
2024-09-20 20:00:00,0.00082895,0.00083532,0.00080000,0.00080310,7120814388.00,2024-09-20 20:59:59.999,5794685.14165930,19169,2697272790.00,2200042.09530023,0
2024-09-20 21:00:00,0.00080314,0.00085863,0.00080149,0.00084300,14766367308.00,2024-09-20 21:59:59.999,12402625.20524392,42735,6943197317.00,5830263.55246079,0
2024-09-20 22:00:00,0.00084300,0.00086499,0.00083200,0.00085868,8586912614.00,2024-09-20 22:59:59.999,7270128.53741996,31060,4698867079.00,3983771.69515088,0
2024-09-20 23:00:00,0.00085873,0.00086000,0.00083271,0.00083836,4920065076.00,2024-09-20 23:59:59.999,4156102.50385559,21008,2521094697.00,2130146.64904195,0
2024-09-21 00:00:00,0.00083851,0.00086637,0.00082198,0.00084439,8263741243.00,2024-09-21 00:59:59.999,6963681.21128278,28328,3817059467.00,3223130.07569244,0
2024-09-21 01:00:00,0.00084491,0.00088800,0.00084157,0.00084960,11605894141.00,2024-09-21 01:59:59.999,10033186.46069427,46517,6318446174.00,5463087.18027786,0
2024-09-21 02:00:00,0.00084958,0.00085884,0.00082110,0.00083875,6343870693.00,2024-09-21 02:59:59.999,5298809.01232577,25466,2787120156.00,2330285.35467616,0
2024-09-21 03:00:00,0.00083919,0.00084630,0.00078420,0.00079325,12378178978.00,2024-09-21 03:59:59.999,10024993.73156815,36108,4978315183.00,4026104.44061978,0
2024-09-21 04:00:00,0.00079351,0.00080900,0.00076390,0.00080235,16933230818.00,2024-09-21 04:59:59.999,13364648.74117459,41138,6828988703.00,5380283.29052108,0
2024-09-21 05:00:00,0.00080238,0.00081411,0.00080000,0.00080390,5164745545.00,2024-09-21 05:59:59.999,4160601.03843684,14862,2557467387.00,2062199.01129711,0
2024-09-21 06:00:00,0.00080389,0.00082000,0.00080389,0.00081000,4503507780.00,2024-09-21 06:59:59.999,3654418.94056215,14353,2562929835.00,2081014.41945272,0
2024-09-21 07:00:00,0.00081001,0.00081950,0.00080000,0.00081200,5537483669.00,2024-09-21 07:59:59.999,4469503.89090989,16545,2789913878.00,2255767.15901913,0
2024-09-21 08:00:00,0.00081201,0.00083000,0.00080587,0.00081937,5804835083.00,2024-09-21 08:59:59.999,4747485.78836699,20033,3300867032.00,2703112.63750590,0
2024-09-21 09:00:00,0.00081937,0.00082964,0.00081267,0.00081792,4857144821.00,2024-09-21 09:59:59.999,3982378.27084414,17815,2297520797.00,1884467.62749873,0
2024-09-21 10:00:00,0.00081809,0.00082872,0.00081051,0.00081707,5356121502.00,2024-09-21 10:59:59.999,4390528.98539715,20761,2656949827.00,2178805.92868495,0
2024-09-21 11:00:00,0.00081722,0.00082359,0.00080500,0.00082030,5292473591.00,2024-09-21 11:59:59.999,4306653.03213140,18628,2932564931.00,2388094.03890271,0
2024-09-21 12:00:00,0.00082033,0.00084890,0.00082000,0.00082231,12115569187.00,2024-09-21 12:59:59.999,10109730.90547683,36679,6773391493.00,5655191.72549620,0
2024-09-21 13:00:00,0.00082252,0.00082414,0.00079500,0.00080229,9591720663.00,2024-09-21 13:59:59.999,7766545.18856136,26008,3255622983.00,2642823.45429996,0
2024-09-21 14:00:00,0.00080246,0.00081340,0.00080000,0.00080654,5524698392.00,2024-09-21 14:59:59.999,4454728.66246205,18123,2458215953.00,1983373.80942837,0
2024-09-21 15:00:00,0.00080624,0.00081110,0.00079400,0.00080164,5781095489.00,2024-09-21 15:59:59.999,4636453.44058031,17313,2531346982.00,2029845.19821902,0
2024-09-21 16:00:00,0.00080171,0.00080900,0.00079500,0.00079694,3941289136.00,2024-09-21 16:59:59.999,3159367.51144057,13412,1778237517.00,1426621.68144849,0
2024-09-21 17:00:00,0.00079693,0.00081939,0.00078500,0.00081680,8224205974.00,2024-09-21 17:59:59.999,6636993.15517014,26056,4005657967.00,3240719.87677350,0
2024-09-21 18:00:00,0.00081700,0.00081765,0.00079600,0.00080201,4577043922.00,2024-09-21 18:59:59.999,3677472.66439837,14851,2342255957.00,1881615.04113795,0
2024-09-21 19:00:00,0.00080221,0.00080751,0.00079036,0.00079708,3190223664.00,2024-09-21 19:59:59.999,2545582.03011221,11793,1575408831.00,1257675.60159844,0
2024-09-21 20:00:00,0.00079708,0.00080202,0.00078845,0.00079386,2792670102.00,2024-09-21 20:59:59.999,2222857.87357824,11195,1543396331.00,1228943.92006300,0
2024-09-21 21:00:00,0.00079409,0.00079741,0.00077640,0.00078565,5683681650.00,2024-09-21 21:59:59.999,4454296.28074325,18270,2254480307.00,1767911.74162687,0
2024-09-21 22:00:00,0.00078563,0.00079636,0.00077022,0.00078688,5235244984.00,2024-09-21 22:59:59.999,4113240.52843968,19113,2502836891.00,1966742.01280437,0
2024-09-21 23:00:00,0.00078686,0.00081300,0.00078561,0.00080986,5294182445.00,2024-09-21 23:59:59.999,4236311.17617618,17318,3301168548.00,2641279.93314246,0
2024-09-22 00:00:00,0.00080945,0.00081300,0.00079648,0.00079680,3867149046.00,2024-09-22 00:59:59.999,3113012.21310222,13914,2084798326.00,1679924.07673455,0
2024-09-22 01:00:00,0.00079680,0.00081431,0.00076200,0.00081383,11852686073.00,2024-09-22 01:59:59.999,9339411.21840493,36915,6369669469.00,5037555.51033098,0
2024-09-22 02:00:00,0.00081374,0.00082000,0.00079000,0.00080360,7350169203.00,2024-09-22 02:59:59.999,5907351.03730220,26951,3634702135.00,2927055.84962596,0
2024-09-22 03:00:00,0.00080383,0.00083769,0.00080337,0.00081748,11077923533.00,2024-09-22 03:59:59.999,9115901.64321125,35525,6384314409.00,5253522.30215388,0
2024-09-22 04:00:00,0.00081748,0.00084593,0.00080606,0.00082444,9787432343.00,2024-09-22 04:59:59.999,8125171.23250123,31806,5134928293.00,4264627.72753200,0
2024-09-22 05:00:00,0.00082435,0.00084988,0.00081666,0.00083211,7598931160.00,2024-09-22 05:59:59.999,6361344.30302510,24570,4107666837.00,3439807.31512532,0
2024-09-22 06:00:00,0.00083224,0.00084750,0.00081456,0.00082274,7579533162.00,2024-09-22 06:59:59.999,6303461.73020552,22957,3421885041.00,2846756.24825765,0
2024-09-22 07:00:00,0.00082271,0.00082421,0.00080151,0.00080585,5606639284.00,2024-09-22 07:59:59.999,4541030.58989918,15833,2521452068.00,2042276.91660950,0
2024-09-22 08:00:00,0.00080583,0.00081949,0.00079523,0.00081799,5499135784.00,2024-09-22 08:59:59.999,4435875.24440044,15925,2986347138.00,2411169.71828804,0
2024-09-22 09:00:00,0.00081772,0.00083500,0.00081644,0.00082545,6653355569.00,2024-09-22 09:59:59.999,5489143.88067751,20473,3499107632.00,2887841.50644422,0
2024-09-22 10:00:00,0.00082540,0.00083788,0.00081841,0.00083097,6218838163.00,2024-09-22 10:59:59.999,5153078.03127320,19200,3323630660.00,2756624.68689248,0
2024-09-22 11:00:00,0.00083099,0.00084513,0.00082560,0.00083703,7384528967.00,2024-09-22 11:59:59.999,6186970.36054134,23676,3721115539.00,3118611.10003386,0
2024-09-22 12:00:00,0.00083669,0.00083744,0.00080500,0.00081698,8201313739.00,2024-09-22 12:59:59.999,6693241.38741195,23938,3732257088.00,3043428.27277149,0
2024-09-22 13:00:00,0.00081666,0.00082981,0.00080150,0.00082419,8031602959.00,2024-09-22 13:59:59.999,6544617.12855543,24208,3760860142.00,3068539.35402956,0
2024-09-22 14:00:00,0.00082419,0.00083000,0.00080600,0.00081173,6617735708.00,2024-09-22 14:59:59.999,5419070.85588800,21510,3026601747.00,2480909.11136941,0
2024-09-22 15:00:00,0.00081173,0.00081498,0.00080160,0.00080447,3952736977.00,2024-09-22 15:59:59.999,3193184.58152822,13222,1701753790.00,1375219.83889305,0
2024-09-22 16:00:00,0.00080465,0.00081700,0.00080000,0.00081330,3954558028.00,2024-09-22 16:59:59.999,3201400.65403514,15930,2060461445.00,1669419.27087539,0
2024-09-22 17:00:00,0.00081321,0.00082900,0.00080661,0.00081982,4362377955.00,2024-09-22 17:59:59.999,3569829.38903027,15664,2371439677.00,1942884.62752187,0
2024-09-22 18:00:00,0.00081959,0.00083559,0.00081584,0.00082923,4031273987.00,2024-09-22 18:59:59.999,3330648.75033845,15419,2353583806.00,1945380.65977571,0
2024-09-22 19:00:00,0.00082914,0.00083728,0.00081811,0.00083365,4461368050.00,2024-09-22 19:59:59.999,3699042.42932292,17042,2398614079.00,1990669.28638419,0
2024-09-22 20:00:00,0.00083340,0.00084000,0.00081940,0.00082024,5988568690.00,2024-09-22 20:59:59.999,4986279.79283194,17651,2692541037.00,2244070.05149596,0
2024-09-22 21:00:00,0.00082050,0.00082050,0.00080010,0.00080217,6372946287.00,2024-09-22 21:59:59.999,5157228.11571153,21827,2854445764.00,2311331.90464793,0
2024-09-22 22:00:00,0.00080220,0.00083500,0.00079712,0.00082736,9592935396.00,2024-09-22 22:59:59.999,7831781.97355566,33690,4696113450.00,3843126.07314448,0
2024-09-22 23:00:00,0.00082690,0.00083770,0.00082375,0.00082867,5327539368.00,2024-09-22 23:59:59.999,4424902.33131663,16089,3123309648.00,2595703.02035609,0
2024-09-23 00:00:00,0.00082861,0.00083779,0.00080607,0.00082093,5154540791.00,2024-09-23 00:59:59.999,4213727.07691576,23390,2419927013.00,1978171.05960652,0
2024-09-23 01:00:00,0.00082106,0.00090299,0.00082001,0.00089188,30220389917.00,2024-09-23 01:59:59.999,26441496.34548656,93112,17922390382.00,15632101.91945065,0
