datetime,timestamp,open,high,low,close,volume
2025-06-18 07:00:00,1750230000000,104957.6,105014.7,104715.4,104977.7,240.75685551
2025-06-18 08:00:00,1750233600000,104979.4,105313.6,104740.8,104953.9,188.33413736
2025-06-18 09:00:00,1750237200000,104954.0,105134.0,104560.8,104697.6,114.36252279
2025-06-18 10:00:00,1750240800000,104697.6,104810.1,104180.6,104267.9,200.21724528
2025-06-18 11:00:00,1750244400000,104267.9,104873.9,104202.1,104849.1,168.54193061
2025-06-18 12:00:00,1750248000000,104849.1,104916.4,104481.0,104521.4,176.8218514
2025-06-18 13:00:00,1750251600000,104521.4,104558.5,103812.0,104452.2,493.16384829
2025-06-18 14:00:00,1750255200000,104452.2,105329.7,104222.4,104610.7,567.38503225
2025-06-18 15:00:00,1750258800000,104610.7,104978.1,104138.0,104796.1,275.05554381
2025-06-18 16:00:00,1750262400000,104796.0,104836.0,104336.5,104416.7,115.08684167
2025-06-18 17:00:00,1750266000000,104416.2,104515.0,103605.5,104355.7,267.64412431
2025-06-18 18:00:00,1750269600000,104355.7,104717.8,103568.1,103618.0,514.24466751
2025-06-18 19:00:00,1750273200000,103616.8,104433.2,103500.0,103820.0,228.51849344
2025-06-18 20:00:00,1750276800000,103822.1,104984.0,103647.9,104811.5,124.04268432
2025-06-18 21:00:00,1750280400000,104811.6,105140.0,104366.6,105087.3,195.60236756
2025-06-18 22:00:00,1750284000000,105086.0,105136.9,104792.6,104822.0,76.2590112
2025-06-18 23:00:00,1750287600000,104822.0,104963.0,104627.7,104890.1,92.68734081
2025-06-19 00:00:00,1750291200000,104890.0,105225.8,104681.3,104941.5,138.89977742
2025-06-19 01:00:00,1750294800000,104941.6,104970.0,104460.5,104609.9,160.82040992
2025-06-19 02:00:00,1750298400000,104610.0,105012.3,104445.6,104726.4,73.83954144
2025-06-19 03:00:00,1750302000000,104724.3,105108.2,104724.3,105093.0,68.48991714
2025-06-19 04:00:00,1750305600000,105094.2,105106.0,104800.0,105080.0,83.32029354
2025-06-19 05:00:00,1750309200000,105080.0,105224.9,104821.4,104892.5,86.39564869
2025-06-19 06:00:00,1750312800000,104892.6,104985.9,104625.3,104681.0,35.52671574
