time,open,high,low,close,volume,amount,ATR,BBW,squeeze_ok,don_high,don_low,label
2024-09-20 06:00:00,0.00092954,0.000947,0.00091347,0.00091683,14256799581.0,13263917.41521307,7.392952140331469e-05,0.15492545935750598,False,0.00103816,0.00036607,0
2024-09-20 08:00:00,0.00091706,0.0009591,0.00089265,0.00091477,27441634555.0,25451476.48968566,7.256960842089381e-05,0.14282717248816346,False,0.00103816,0.0003734,0
2024-09-20 10:00:00,0.00091469,0.00091935,0.00086359,0.00090587,30176748583.0,26714488.26782162,6.95133159807313e-05,0.14338597507937065,False,0.00103816,0.00037378,0
2024-09-20 12:00:00,0.00090575,0.000947,0.0009,0.00090678,25536347893.0,23547121.99356763,6.541998580241652e-05,0.1312036101901325,False,0.00103816,0.0005109,0
2024-09-20 14:00:00,0.00090658,0.00092,0.000851,0.00086865,32186457878.0,28545023.70722537,6.607089747470444e-05,0.12316670472342935,False,0.00103816,0.00062482,0
2024-09-20 16:00:00,0.00086875,0.00089,0.0008154,0.00082803,38996882581.0,33345155.55005222,6.762164338839453e-05,0.16048397366976405,False,0.00103816,0.00064,0
2024-09-20 18:00:00,0.0008276,0.00084547,0.00078695,0.00081889,46054670549.0,37741094.26615687,6.596679913595915e-05,0.14682485473556628,False,0.00103816,0.00065207,0
2024-09-20 20:00:00,0.00081877,0.000828,0.00076635,0.00080562,42510986741.0,33816703.39762055,6.518192656578475e-05,0.16376705502419403,False,0.00103816,0.00066052,0
2024-09-20 22:00:00,0.00080537,0.00083394,0.00079449,0.00081563,25180077749.0,20545149.03872569,6.050339446291479e-05,0.16969085770393383,False,0.00103816,0.0007203,0
2024-09-21 00:00:00,0.00081591,0.000862,0.0008,0.00080797,32276075676.0,26711541.92967594,6.077550456056664e-05,0.16843697084799478,False,0.00103816,0.0007203,0
2024-09-21 02:00:00,0.00080812,0.000838,0.00080326,0.000829,11258094288.0,9252324.4498825,5.6041776458645434e-05,0.1564844402422621,False,0.00103816,0.00073,0
2024-09-21 04:00:00,0.00082895,0.00085863,0.0008,0.000843,21887181696.0,18197310.34690322,5.6512362557073526e-05,0.13553806990319456,False,0.00103816,0.00076022,0
2024-09-21 06:00:00,0.000843,0.00086499,0.000832,0.00083836,13506977690.0,11426231.04127555,5.2235569364878355e-05,0.11128174105888701,False,0.00103816,0.00076635,0
2024-09-21 08:00:00,0.00083851,0.000888,0.00082198,0.0008496,19869635384.0,16996867.67197705,5.474182948035501e-05,0.0715331466514113,False,0.00103816,0.00076635,0
2024-09-21 10:00:00,0.00084958,0.00085884,0.0007842,0.00079325,18722049671.0,15323802.74389392,5.835967866574502e-05,0.0653141250889364,False,0.00103816,0.00076635,0
2024-09-21 12:00:00,0.00079351,0.00081411,0.0007639,0.0008039,22097976363.0,17525249.77961143,5.687791890833685e-05,0.06858716027259788,False,0.00103816,0.00076635,0
2024-09-21 14:00:00,0.00080389,0.00082,0.0008,0.000812,10040991449.0,8123922.83147204,5.017284274318468e-05,0.06934792744791139,False,0.00103816,0.0007639,0
2024-09-21 16:00:00,0.00081201,0.00083,0.00080587,0.00081792,10661979904.0,8729864.05921113,4.5437780426242015e-05,0.06691838947449202,False,0.00103816,0.0007639,0
2024-09-21 18:00:00,0.00081809,0.00082872,0.000805,0.0008203,10648595093.0,8697182.01752855,4.148909307601618e-05,0.06653478062953955,False,0.00103816,0.0007639,0
2024-09-21 20:00:00,0.00082033,0.0008489,0.000795,0.00080229,21707289850.0,17876276.09403819,4.374562160764959e-05,0.06859039405682801,False,0.00103816,0.0007639,0
2024-09-21 22:00:00,0.00080246,0.0008134,0.000794,0.00080164,11305793881.0,9091182.10304236,3.9319144951713305e-05,0.07131259522064086,False,0.00103816,0.0007639,0
2024-09-22 00:00:00,0.00080171,0.00081939,0.000785,0.0008168,12165495110.0,9796360.66661071,3.842293677867453e-05,0.06399561672614766,False,0.00103816,0.0007639,0
2024-09-22 02:00:00,0.000817,0.00081765,0.00079036,0.00079708,7767267586.0,6223054.69451058,3.639876645527914e-05,0.06011147131990387,False,0.00103816,0.0007639,0
2024-09-22 04:00:00,0.00079708,0.00080202,0.0007764,0.00078565,8476351752.0,6677154.15432149,3.443899073613747e-05,0.04274444528398365,False,0.00103816,0.0007639,0
2024-09-22 06:00:00,0.00078563,0.000813,0.00077022,0.00080986,10529427429.0,8349551.70461586,3.595553787502158e-05,0.039963796104843706,False,0.00103816,0.0007639,0
2024-09-22 08:00:00,0.00080945,0.00081431,0.000762,0.00081383,15719835119.0,12452423.43150715,3.892907644319947e-05,0.04052936894439277,False,0.00103816,0.0007639,0
2024-09-22 10:00:00,0.00081374,0.00083769,0.00079,0.00081748,18428092736.0,15023252.68051345,4.052197163534501e-05,0.04187227096977933,False,0.00103816,0.000762,0
2024-09-22 12:00:00,0.00081748,0.00084988,0.00080606,0.00083211,17386363503.0,14486515.53552633,4.112161315619136e-05,0.04940273602241406,False,0.00103816,0.000762,0
2024-09-22 14:00:00,0.00083224,0.0008475,0.00080151,0.00080585,13186172446.0,10844492.3201047,4.20067744005202e-05,0.04762642159328288,False,0.00097784,0.000762,0
2024-09-22 16:00:00,0.00080583,0.000835,0.00079523,0.00082545,12152491353.0,9925019.12507795,4.160008814588017e-05,0.050687908139307875,False,0.0009591,0.000762,0
2024-09-22 18:00:00,0.0008254,0.00084513,0.00081841,0.00083703,13603367130.0,11340048.39181454,3.889461757390197e-05,0.057389084123869796,False,0.0009591,0.000762,0
2024-09-22 20:00:00,0.00083669,0.00083744,0.0008015,0.00082419,16232916698.0,13237858.51596738,3.835741437864705e-05,0.05849229845784772,False,0.0009591,0.000762,0
2024-09-22 22:00:00,0.00082419,0.00083,0.0008016,0.00080447,10570472685.0,8612255.43741622,3.654697540071123e-05,0.055624991852129865,False,0.000947,0.000762,0
2024-09-23 00:00:00,0.00080465,0.000829,0.0008,0.00081982,8316935983.0,6771230.04306541,3.517479805512736e-05,0.03980467973928293,False,0.000947,0.000762,0
2024-09-23 02:00:00,0.00081959,0.00083728,0.00081584,0.00083365,8492642037.0,7029691.17966137,3.267756204510421e-05,0.041048948554755986,False,0.00092,0.000762,0
2024-09-23 04:00:00,0.0008334,0.00084,0.0008001,0.00080217,12361514977.0,10143507.90854347,3.3990732582357995e-05,0.04619166141426604,False,0.00089,0.000762,0
2024-09-23 06:00:00,0.0008022,0.0008377,0.00079712,0.00082867,14920474764.0,12256684.30487229,3.518878120374745e-05,0.04694621320204957,False,0.000888,0.000762,0
2024-09-23 08:00:00,0.00082861,0.00090299,0.00080607,0.00089188,35374930708.0,30655223.42240232,4.6412639166702464e-05,0.09354406540660007,False,0.000888,0.000762,0
2024-09-23 10:00:00,0.00089161,0.00103,0.000881,0.00101198,55907137066.0,53383150.42401215,6.50648865909384e-05,0.22182759953117046,False,0.00090299,0.000762,0
2024-09-23 12:00:00,0.0010116,0.001172,0.0010025,0.00113855,65911192239.0,73183333.20992552,8.405308902894963e-05,0.3764084633255735,False,0.00103,0.000762,0
2024-09-23 14:00:00,0.00113827,0.00121655,0.0011087,0.00112966,46184316908.0,53350107.30703096,8.837980011459516e-05,0.4428839664994377,False,0.001172,0.000762,0
2024-09-23 16:00:00,0.00112947,0.00122688,0.0011123,0.00118676,28289311658.0,33093536.19213319,9.31434728210324e-05,0.49541190296724813,False,0.00121655,0.000762,0
2024-09-23 18:00:00,0.00118686,0.00123,0.00113333,0.00114839,35217398204.0,41537186.31173429,9.378465958084465e-05,0.48875145434794576,False,0.00122688,0.000762,0
2024-09-23 20:00:00,0.00114898,0.00120871,0.0011136,0.0011904,37184632256.0,43010956.24317613,9.402563056614563e-05,0.4765548169203287,False,0.00123,0.000762,0
2024-09-23 22:00:00,0.00119,0.00129,0.00116727,0.00125816,48972218050.0,60264147.76326477,9.92446068268464e-05,0.4644046160452505,False,0.00123,0.000762,0
2024-09-24 00:00:00,0.00125716,0.00127,0.00120641,0.00122236,22832484584.0,28291163.81052994,9.276195104014707e-05,0.3908470047355921,False,0.00129,0.000762,0
2024-09-24 02:00:00,0.00122233,0.00126689,0.00121855,0.00124422,11459818357.0,14274811.73935986,8.468523266921119e-05,0.29613283697921916,False,0.00129,0.000762,0
2024-09-24 04:00:00,0.00124439,0.00126811,0.001225,0.00125122,11370865093.0,14149555.40676631,7.712609945662735e-05,0.19111997924435253,False,0.00129,0.000762,0
2024-09-24 06:00:00,0.00125115,0.00128995,0.001248,0.00126171,15433668020.0,19557761.73981303,7.073044500996784e-05,0.12829366619600582,False,0.00129,0.000762,0
2024-09-24 08:00:00,0.00126184,0.00137618,0.00113333,0.00116054,64688107877.0,79385017.48244289,0.00010202490955361004,0.12142275592366197,False,0.00129,0.000762,0
2024-09-24 10:00:00,0.00116006,0.00119607,0.001124,0.00116953,23621658672.0,27385178.96650787,9.657856236204458e-05,0.10722961894671144,False,0.00137618,0.000762,0
2024-09-24 12:00:00,0.0011698,0.00117993,0.00113,0.00114249,15060284390.0,17386592.95948947,8.80970055689456e-05,0.11905544791081056,False,0.00137618,0.000762,0
2024-09-24 14:00:00,0.00114209,0.0012176,0.00113,0.00120379,19363175542.0,22731233.55278,8.800664092004642e-05,0.1079649781569839,False,0.00137618,0.000762,0
2024-09-24 16:00:00,0.00120379,0.001233,0.00116334,0.00116979,20963655638.0,25158520.58526551,8.467088802549252e-05,0.11190986122609718,False,0.00137618,0.000762,0
2024-09-24 18:00:00,0.00116961,0.001228,0.00116779,0.00120945,14810564521.0,17795414.35722724,8.022345383903933e-05,0.10368993854710824,False,0.00137618,0.000762,0
2024-09-24 20:00:00,0.00120946,0.00121958,0.0011705,0.00117719,15549561781.0,18488818.05613112,7.456100768648671e-05,0.10452536110013991,False,0.00137618,0.000762,0
2024-09-24 22:00:00,0.00117701,0.00117728,0.001125,0.001168,23282604127.0,26820548.53210113,7.050991537985277e-05,0.09945916558297532,False,0.00137618,0.00079,0
2024-09-25 00:00:00,0.00116803,0.00117999,0.00114403,0.00116186,9727403603.0,11293342.89109207,6.422811258351586e-05,0.08678761500833253,False,0.00137618,0.00079523,0
2024-09-25 02:00:00,0.00116209,0.00118658,0.00115531,0.00118063,7286206880.0,8562997.78497469,5.823572847742204e-05,0.05103875480739452,False,0.00137618,0.00079523,0
2024-09-25 04:00:00,0.00118062,0.00120926,0.00117709,0.00119915,10070246081.0,12041830.21269572,5.3496505117890756e-05,0.052796571779751944,False,0.00137618,0.00079523,0
2024-09-25 06:00:00,0.0011992,0.00125,0.00118,0.00121584,17425650894.0,21327347.31543544,5.649714055100152e-05,0.05976728010550112,False,0.00137618,0.00079712,0
2024-09-25 08:00:00,0.00121607,0.0012834,0.00117786,0.00122839,22301390360.0,27340516.35233291,6.541402408718307e-05,0.05760378118581867,False,0.00137618,0.00079712,0
2024-09-25 10:00:00,0.00122838,0.00124365,0.00116025,0.0011883,13309470316.0,15898799.36656875,6.868420152587705e-05,0.05664315863574708,False,0.00137618,0.00079712,0
2024-09-25 12:00:00,0.00118828,0.00119,0.00117102,0.00118075,6537310410.0,7710072.62098258,5.9647073975717594e-05,0.0544848400358398,False,0.00137618,0.00079712,0
2024-09-25 14:00:00,0.00118054,0.00121,0.00116572,0.00117591,11920134768.0,14169386.26951755,5.685306052558709e-05,0.05313787841348864,False,0.00137618,0.00079712,0
2024-09-25 16:00:00,0.00117534,0.00118591,0.001145,0.00115824,11544603621.0,13476356.89147894,5.3954322248207636e-05,0.057820706161490446,False,0.00137618,0.00079712,0
2024-09-25 18:00:00,0.00115849,0.00119,0.001152,0.00118345,10375820340.0,12182565.91204353,5.1053536384897165e-05,0.05566670807844513,False,0.00137618,0.00079712,0
2024-09-25 20:00:00,0.00118322,0.001245,0.00117576,0.00121942,34737743034.0,42209123.6509648,5.4360166133097664e-05,0.05576919956563029,False,0.00137618,0.00080607,0
2024-09-25 22:00:00,0.00121962,0.00137299,0.0011675,0.00118269,91196687386.0,115240586.17778924,8.183831774526173e-05,0.05546163997027688,False,0.00137618,0.000881,0
2024-09-26 00:00:00,0.00118192,0.00121716,0.00117,0.00118889,29122342872.0,34760351.14736002,7.553316906430502e-05,0.055337576028007505,False,0.00137618,0.0010025,0
2024-09-26 02:00:00,0.00118888,0.001199,0.00116687,0.00117401,10076158148.0,11915691.62932498,6.764168377988591e-05,0.05289266525917793,True,0.00137618,0.0011087,0
2024-09-26 04:00:00,0.00117399,0.001194,0.00117,0.00117141,9363637156.0,11052554.46763866,5.9706832183543e-05,0.04028221850536397,True,0.00137618,0.0011123,0
2024-09-26 06:00:00,0.00117154,0.00117369,0.00106,0.00108013,41907800064.0,46287949.59435425,6.952195360471702e-05,0.09154934859328277,True,0.00137618,0.0011136,2
2024-09-26 08:00:00,0.00108057,0.0010902,0.00103221,0.00108338,24595354351.0,26067471.19554882,6.742523476749573e-05,0.1162257367537055,False,0.00137618,0.00106,0
2024-09-26 10:00:00,0.00108343,0.00111308,0.00106452,0.00111058,15196854934.0,16513335.43485666,6.39951920824965e-05,0.12310112678861604,False,0.00137618,0.00103221,0
2024-09-26 12:00:00,0.0011104,0.00111988,0.00108387,0.00109851,14817080515.0,16274057.52439385,5.890697534022439e-05,0.1321731949938583,False,0.00137618,0.00103221,0
2024-09-26 14:00:00,0.00109818,0.00111036,0.0010851,0.00110229,12520242648.0,13739822.29144514,5.278934346018356e-05,0.13419465178921153,False,0.00137618,0.00103221,0
2024-09-26 16:00:00,0.00110229,0.00110262,0.00105,0.00107124,20846679308.0,22428500.33772558,5.2758553740150174e-05,0.12559201228826974,False,0.00137618,0.00103221,0
2024-09-26 18:00:00,0.00107118,0.0011,0.00103576,0.00104416,20306586738.0,21754987.56185347,5.4846089423759253e-05,0.13229991113649797,False,0.00137618,0.00103221,0
2024-09-26 20:00:00,0.00104413,0.00105936,0.00100347,0.00104081,32630366289.0,33674006.29239128,5.503589134671213e-05,0.12478486421094374,False,0.00137618,0.00103221,0
2024-09-26 22:00:00,0.00104086,0.00108584,0.00102224,0.0010726,21191134475.0,22394814.48884325,5.659300201094629e-05,0.10292808006790033,False,0.00137299,0.00100347,0
2024-09-27 00:00:00,0.00107258,0.00108627,0.001043,0.00104795,16071290181.0,17086339.67074992,5.417063800895605e-05,0.06917349568071242,False,0.00137299,0.00100347,0
2024-09-27 02:00:00,0.00104796,0.00106456,0.00103,0.00103423,7438372212.0,7800361.11698168,5.0605067461873104e-05,0.07799224485291413,False,0.00137299,0.00100347,0
2024-09-27 04:00:00,0.00103426,0.0010427,0.00100966,0.00101995,9742035435.0,9958967.96914648,4.741141883244163e-05,0.08898519800561702,False,0.00137299,0.00100347,0
2024-09-27 06:00:00,0.00101995,0.001071,0.00101912,0.00105904,8998886937.0,9418939.26057418,4.822388813563402e-05,0.07660067344977368,False,0.00137299,0.00100347,0
2024-09-27 08:00:00,0.0010589,0.00108622,0.00105443,0.00106907,12625251256.0,13564283.19992219,4.523590847460962e-05,0.06721783729973264,False,0.00137299,0.00100347,0
2024-09-27 10:00:00,0.00106908,0.00108676,0.001052,0.00107657,10762920139.0,11546374.87167598,4.3331197842862416e-05,0.05420058718977665,False,0.00137299,0.00100347,0
2024-09-27 12:00:00,0.00107606,0.00116523,0.00107577,0.0011178,34701827280.0,39001671.98305643,5.171825278052379e-05,0.07825739036031067,False,0.00137299,0.00100347,0
2024-09-27 14:00:00,0.00111756,0.00114565,0.00109601,0.00111954,20485132052.0,23000541.39009117,5.134038863861039e-05,0.09313602007777284,False,0.00137299,0.00100347,0
2024-09-27 16:00:00,0.0011191,0.00114,0.00110132,0.00111943,14876447964.0,16739244.89825719,4.903849979522666e-05,0.09985470998198256,False,0.00137299,0.00100347,0
2024-09-27 18:00:00,0.00111946,0.00112354,0.00107692,0.00110151,12759334373.0,14060875.98185149,4.8598772559730874e-05,0.1025464604858717,False,0.00137299,0.00100347,0
2024-09-27 20:00:00,0.00110169,0.00111789,0.00103,0.00104294,22060123619.0,23618996.96244788,5.5742632094325255e-05,0.10388572347935868,False,0.00137299,0.00100347,0
2024-09-27 22:00:00,0.00104293,0.00107269,0.00103934,0.00104956,19467616114.0,20586099.41601079,5.1671244440811593e-05,0.099199422035066,False,0.00137299,0.00100347,0
2024-09-28 00:00:00,0.00104956,0.00108516,0.00103731,0.00105826,14410727455.0,15332999.04629438,5.097647272430037e-05,0.08442146872866614,False,0.00137299,0.00100347,0
2024-09-28 02:00:00,0.00105809,0.00107175,0.00104157,0.00105058,5587738713.0,5918253.96893121,4.719529586533668e-05,0.08670038465806792,False,0.00137299,0.00100347,0
2024-09-28 04:00:00,0.00105046,0.001057,0.001037,0.00104469,5473264137.0,5731332.56385791,4.225069661709365e-05,0.09215126771051053,False,0.00137299,0.00100347,0
2024-09-28 06:00:00,0.00104468,0.00108349,0.001031,0.00107409,9487294765.0,10035946.8614794,4.411238814125845e-05,0.09223345450784129,False,0.00137299,0.00100347,0
2024-09-28 08:00:00,0.00107432,0.00113549,0.00106944,0.00108546,20376892911.0,22411023.06406772,4.8101044842847825e-05,0.08447026099200174,False,0.00137299,0.00100347,0
2024-09-28 10:00:00,0.0010857,0.0011862,0.00108359,0.00118509,28005906396.0,32069750.72674678,5.801176396233007e-05,0.12408422574072576,False,0.00137299,0.00100347,0
2024-09-28 12:00:00,0.00118551,0.00126933,0.0011606,0.00123955,41153083216.0,50091304.71946908,6.72332614237246e-05,0.18335856375798443,False,0.00121716,0.00100347,0
2024-09-28 14:00:00,0.00123981,0.00125445,0.00117019,0.00117947,28338640815.0,34026379.68743274,7.03290320739565e-05,0.1968019849139499,False,0.00126933,0.00100347,0
2024-09-28 16:00:00,0.00117951,0.00119,0.00113416,0.00117204,22640888205.0,26257833.28723707,6.769466260596443e-05,0.19455632584724553,False,0.00126933,0.00100347,0
2024-09-28 18:00:00,0.00117204,0.001213,0.0011618,0.0012004,17477985584.0,20797957.3403122,6.469563304124366e-05,0.19413869843597978,False,0.00126933,0.00100347,0
2024-09-28 20:00:00,0.0012004,0.00122493,0.00117705,0.001181,19506842994.0,23363371.35838197,6.163824521556298e-05,0.1843032984329117,False,0.00126933,0.00100347,0
2024-09-28 22:00:00,0.00118135,0.00122,0.00117803,0.00119679,17211944876.0,20755965.18665854,5.806220063091514e-05,0.16634899879468126,False,0.00126933,0.00100347,0
2024-09-29 00:00:00,0.00119665,0.00120274,0.00115122,0.00117293,15113899294.0,17751436.76734792,5.687270960711238e-05,0.13049538557422197,False,0.00126933,0.00100347,0
2024-09-29 02:00:00,0.00117316,0.00119121,0.0011676,0.00118089,6096914854.0,7192224.35912846,5.082494422400106e-05,0.09785750678622279,False,0.00126933,0.00100347,0
2024-09-29 04:00:00,0.00118078,0.00119698,0.00116609,0.00119664,6902090839.0,8179902.80403091,4.7200408910546315e-05,0.050148471279697994,False,0.00126933,0.00100347,0
2024-09-29 06:00:00,0.0011968,0.00119718,0.00116881,0.00117945,5818405513.0,6890400.83865354,4.3776698199537894e-05,0.05079777020819307,False,0.00126933,0.00100347,0
2024-09-29 08:00:00,0.00117947,0.00126813,0.00112,0.00112938,39186719151.0,46635988.52725125,6.275002579962191e-05,0.05118350796830425,False,0.00126933,0.00100347,0
2024-09-29 10:00:00,0.00112959,0.0011456,0.00109726,0.00110575,22701444334.0,25448063.54661819,6.013002110878156e-05,0.07845537588089685,True,0.00126933,0.00100966,0
2024-09-29 12:00:00,0.00110575,0.00111426,0.00106,0.00109401,15923472577.0,17403748.92577894,5.9062744543548543e-05,0.10112033367252783,False,0.00126933,0.00100966,0
2024-09-29 14:00:00,0.00109397,0.0011081,0.00108287,0.0010923,9003829575.0,9836491.08847981,5.291133644472153e-05,0.11119695949233799,False,0.00126933,0.00100966,0
2024-09-29 16:00:00,0.00109256,0.00110394,0.001075,0.00109046,8244348435.0,8996514.82613774,4.855291163659035e-05,0.11963679714695505,False,0.00126933,0.00100966,0
2024-09-29 18:00:00,0.00109022,0.00110818,0.00108,0.00109856,7636458072.0,8375575.40300472,4.4848745884483025e-05,0.11501696929026684,False,0.00126933,0.00101912,0
2024-09-29 20:00:00,0.0010986,0.00110372,0.00103527,0.00105904,26362035495.0,27978738.26736738,4.913988299639521e-05,0.12542740632545316,False,0.00126933,0.00103,0
2024-09-29 22:00:00,0.0010593,0.00109,0.00105299,0.00107153,12678126250.0,13559985.94330097,4.693444972432337e-05,0.1201874220007936,False,0.00126933,0.00103,0
2024-09-30 00:00:00,0.00107169,0.00108586,0.00105267,0.00107389,9669501105.0,10346343.92175968,4.443545886535548e-05,0.09348377343064189,False,0.00126933,0.00103,0
2024-09-30 02:00:00,0.00107421,0.0010815,0.00106644,0.0010801,4559567141.0,4896008.38210144,3.909446634438173e-05,0.05467513840197411,False,0.00126933,0.00103,0
2024-09-30 04:00:00,0.00108005,0.00108886,0.00107224,0.00108438,6335957145.0,6849686.56898425,3.5008199736312357e-05,0.03890558491527884,False,0.00126933,0.00103,0
2024-09-30 06:00:00,0.00108435,0.00109261,0.00106207,0.00108326,7062512832.0,7606337.31126129,3.419579978425555e-05,0.03334952999324513,False,0.00126933,0.00103,0
2024-09-30 08:00:00,0.00108374,0.00110469,0.00105405,0.00105839,13241522814.0,14257002.7881282,3.718565436893636e-05,0.037569147204362184,False,0.00126933,0.00103,0
