datetime,timestamp,open,high,low,close,volume,MA5,MA10,MA20,MA50,RSI,MACD,MACD_signal,MACD_histogram,BB_middle,BB_upper,BB_lower,price_change,price_change_5d,volume_MA
2025-05-21 04:00:00,1747800000000,106839.0,107713.5,106720.0,107286.1,570.05621418,106841.01999999999,106836.83,105984.13499999998,,71.60007503282696,321.234672158942,258.9944057644894,62.24026639445259,105984.13499999998,107886.3942233281,104081.87577667186,0.004194200565341921,0.004118072629698322,329.86803141400003
2025-05-21 05:00:00,1747803600000,107286.2,107726.0,107286.1,107533.2,385.85970064,106998.48000000001,106888.36000000002,106095.93500000001,,68.81779486475362,356.3061651156895,278.5723252733456,77.73383984234391,106095.93500000001,108088.87206059018,104102.99793940985,0.00230318745858038,0.007375458916923261,315.92942767600005
2025-05-21 06:00:00,1747807200000,107533.2,107997.3,107299.3,107758.1,423.47680516,107252.28,106973.17,106232.26999999999,,71.47076694571983,394.8010373421421,301.9283634590055,92.8726738831366,106232.26999999999,108290.57048351088,104173.9695164891,0.002091447106568056,0.011916712602510593,324.529937355
2025-05-21 07:00:00,1747810800000,107758.1,107873.8,106444.1,106509.9,547.47810541,107185.06000000001,106962.85,106297.465,,52.500646579593905,333.336975418817,308.2339075229228,25.10306789589424,106297.465,108300.76200483454,104294.16799516545,-0.011583351970756883,-0.003145648877824203,345.62586973
2025-05-21 08:00:00,1747814400000,106506.1,106796.0,106344.8,106386.0,254.16507545,107094.66,106923.84,106378.06499999999,,60.26012096923821,272.884041452402,301.1425018502811,-28.258460397879105,106378.06499999999,108248.59323192305,104507.53676807693,-0.0011632721465327789,-0.0042307044310077035,345.44922090750003
2025-05-21 09:00:00,1747818000000,106386.9,106532.5,106086.1,106200.1,173.03900008,106877.46,106859.24000000002,106465.64499999999,,39.34545833550484,209.4170006855129,282.7529383811489,-73.335937695636,106465.64499999999,108105.58759780804,104825.70240219194,-0.0017474103735453106,-0.010122466936536956,333.894340405
2025-05-21 10:00:00,1747821600000,106200.1,106451.6,106138.0,106336.1,169.03327343,106638.04,106818.26000000001,106556.325,,42.5774075894359,167.21362435120682,259.6002918436539,-92.38666749244709,106556.325,107921.39433369321,105191.25566630678,0.001280601430695416,-0.011132375861594324,324.31723730400006
2025-05-21 11:00:00,1747825200000,106336.1,106712.5,106255.6,106528.5,206.10875083,106392.12000000002,106822.2,106615.73000000001,,48.87541872706962,146.21004171785899,236.88709484851938,-90.6770531306604,106615.73000000001,107855.6739208033,105375.78607919673,0.0018093573113928674,-0.011410743136710866,320.3657388145
2025-05-21 12:00:00,1747828800000,106528.1,106879.7,106396.1,106570.1,123.60133364,106404.16,106794.61000000002,106683.54,,47.17032967032967,131.13778300191916,215.71101776550333,-84.57323476358417,106683.54,107734.6477092388,105632.4322907612,0.0003905058270792239,0.0005652056757166068,319.11161318250004
2025-05-21 13:00:00,1747832400000,106570.2,107653.0,106319.7,107259.9,451.14320693,106578.93999999999,106836.8,106736.51000000001,,54.8570355415746,168.29659869395255,206.2187332479383,-37.92213455398576,106736.51000000001,107791.88990346216,105681.13009653786,0.00647273484776667,0.008214426710281275,318.650810982
2025-05-21 14:00:00,1747836000000,107260.0,109000.0,107000.0,109000.0,1027.48095208,107138.92000000001,107008.18999999999,106922.51000000001,,69.10351373798679,323.4728445675137,229.68814989941916,93.78469466809452,106922.51000000001,108187.48119734226,105657.53880265776,0.016223211097530443,0.026364381954442573,353.981323938
2025-05-21 15:00:00,1747839600000,108999.9,109458.0,108318.4,108972.0,1132.99440096,107666.1,107152.06999999999,107020.21500000001,,71.89158687333577,438.9506478810945,271.5671934931285,167.38345438796597,107020.21500000001,108583.01325182107,105457.41674817895,-0.0002568807339449197,0.024788383248962376,380.482861479
2025-05-21 16:00:00,1747843200000,108973.9,109860.0,108698.8,109130.9,973.72452686,108186.58,107289.35,107131.26000000001,,70.8746733907069,536.0040576321626,324.48139700967465,211.52266062248793,107131.26000000001,108954.92497777365,105307.59502222636,0.0014581727416216328,0.02442914337477764,408.373018054
2025-05-21 17:00:00,1747846800000,109131.0,109349.9,106115.5,106590.0,2216.35241252,108190.56000000001,107297.36000000002,107130.10500000001,,48.45112293587149,415.55464847366966,342.7034390408795,72.85120943279014,107130.10500000001,108955.18046719243,105305.02953280759,-0.023283048155930075,0.00018673155040671574,508.36080367100004
2025-05-21 18:00:00,1747850400000,106593.7,107424.2,106328.1,106960.0,527.37519066,108130.58,107354.76000000001,107139.3,,47.94328746042354,344.37605912379513,343.0380716519536,1.3379874718415294,107139.3,108958.71010683199,105319.88989316802,0.003471244957313102,-0.002796012302827,523.2083246149999
2025-05-21 19:00:00,1747854000000,106960.1,108854.0,106612.4,108618.1,694.95400589,108054.2,107596.56000000001,107227.9,,55.808624326726466,409.9649072119064,356.42691470633076,53.53799250557563,107227.9,109156.49842208908,105299.30157791091,0.01550205684367989,-0.003503669724770564,542.41803483
2025-05-21 20:00:00,1747857600000,108612.8,108750.0,107719.3,108240.0,254.96595086,107907.8,107786.95,107302.60500000001,,52.53848017783581,427.90098359850526,370.7246980181806,57.176285580324645,107302.60500000001,109267.98923025288,105337.22076974715,-0.003481003626467416,-0.006717321880850169,541.535719148
2025-05-21 21:00:00,1747861200000,108240.1,108550.0,107937.1,108420.0,127.9366403,107765.62,107976.1,107399.15,,61.33765447487452,450.7254633749253,386.7275100127439,63.99795336218142,107399.15,109385.86135455458,105412.4386454454,0.001662971175166339,-0.006514195337892326,541.7282662475
2025-05-21 22:00:00,1747864800000,108420.1,109038.0,108280.8,108742.6,289.16483024,108196.13999999998,108193.35,107493.98000000001,,63.66556875115981,488.0602699404408,406.99675624323754,81.06351369720323,107493.98000000001,109549.39046903311,105438.56953096691,0.0029754657812213203,0.020195140257059707,539.8532568275001
2025-05-21 23:00:00,1747868400000,108742.7,110804.2,108660.7,109642.8,1563.17654216,108732.7,108431.64000000001,107634.22,,68.43638544667814,580.6759245405265,441.7362840429282,138.93964049759825,107634.22,109875.51452312025,105392.92547687975,0.008278264452017847,0.025082273747195183,605.604345914
2025-05-22 00:00:00,1747872000000,109646.0,110165.2,109179.5,109962.0,773.44318622,109001.48000000001,108527.84000000001,107768.01499999998,,69.04379247681172,671.0597295250336,487.60487520754145,183.45485431749216,107768.01499999998,110230.3846573787,105305.64534262127,0.0029112718755814893,0.01237270767947507,615.773694516
2025-05-22 01:00:00,1747875600000,109962.0,110552.9,109663.9,109910.1,461.38581719,109335.5,108621.65,107886.86000000002,,68.02673945028471,730.1332578498841,536.1138530859719,194.01940476391223,107886.86000000002,110524.69854691288,105249.02145308715,-0.000471981229879348,0.015429600886917916,619.5500003435
2025-05-22 02:00:00,1747879200000,109910.1,110972.0,109815.0,110469.7,479.32384982,109745.43999999999,108755.53,108022.43999999999,,69.70012326469578,811.2676277137653,591.1476043339521,220.12002337981312,108022.43999999999,110900.24097142911,105144.63902857086,0.005091433817274282,0.018905183545471216,622.3423525764999
2025-05-22 03:00:00,1747882800000,110469.8,111880.0,110327.3,111773.9,1177.7811492,110351.7,109273.92,108285.63999999998,,71.47110865884056,966.533150057483,666.2279836903955,300.3051663670875,108285.63999999998,111521.57141648752,105049.70858351245,0.01180595222038261,0.027875919832705653,653.8575047659999
2025-05-22 04:00:00,1747886400000,111774.0,111791.5,111221.1,111467.1,483.56908577,110716.56000000001,109724.63,108539.69499999999,,63.587597070000626,1053.2391329308157,743.6329107065335,309.6062222242822,108539.69499999999,111941.26195685982,105138.12804314017,-0.0027448268334556714,0.016638575446814574,665.3277052820001
2025-05-22 05:00:00,1747890000000,111467.0,111656.5,110820.5,110868.0,359.83644903,110897.76000000001,109949.62,108773.09,,59.82424141933347,1062.4865546766669,807.4054172185831,255.08113745808373,108773.09,112139.12653412335,105407.05346587664,-0.00537468006254771,0.00823920990887772,674.6675777295001
2025-05-22 06:00:00,1747893600000,110870.0,111178.0,110457.3,110600.0,451.42429985,111035.73999999999,110185.62,108986.285,,57.527129638169065,1036.6889199978323,853.2631404358339,183.4257795619984,108986.285,112240.694057377,105731.87594262301,-0.0024172890283941095,0.006276948160360174,688.7871290505
2025-05-22 07:00:00,1747897200000,110600.0,111132.0,110458.1,111038.3,956.84921066,111149.46,110447.45,109211.775,,79.0506916053866,1038.8470334519807,890.380581236335,148.46645221564563,109211.775,112372.7622088022,106050.78779119778,0.003962929475587629,0.005147112737700965,726.3241520419999
2025-05-22 08:00:00,1747900800000,111038.4,111157.5,110375.1,110400.0,362.17924293,110874.68000000001,110613.18999999999,109403.26999999999,107436.274,71.70511332088236,978.7490145271586,908.0545201453849,70.69449438177367,109403.26999999999,112346.99716777836,106459.54283222162,-0.005748466970405763,-0.012291778313183954,738.2530475065
2025-05-22 09:00:00,1747904400000,110400.1,110833.2,110262.1,110811.0,323.89727133,110743.46,110730.01000000001,109580.825,107552.12800000001,66.42055920806312,952.67672480084,916.9790629767414,35.697661824098645,109580.825,112406.2143636659,106755.43563633409,0.003722826086956621,-0.0058860417109622976,731.8907507265
2025-05-22 10:00:00,1747908000000,110811.1,110956.0,110595.6,110792.3,138.90416416,110728.31999999999,110813.04000000001,109670.44000000002,107663.46800000001,70.19895851469643,919.9023958160979,917.563734885231,2.3386609308668085,109670.44000000002,112531.72848590625,106809.15151409378,-0.0001687558094413122,-0.0006827939531695026,687.4619113305
2025-05-22 11:00:00,1747911600000,110790.1,111333.0,110500.0,110983.7,208.31431853,110805.06000000001,110920.4,109771.025,107777.198,70.25263457254363,898.7495762761537,913.800875666291,-15.051299390137274,109771.025,112670.12114217597,106871.92885782402,0.0017275568789527629,0.003469258589511748,641.227907209
2025-05-22 12:00:00,1747915200000,110982.1,111600.0,110800.0,111599.9,321.88394043,110917.38,111033.42,109894.475,107908.56799999998,71.5713660179076,920.3547307249974,915.111654340853,5.243076384144388,109894.475,112887.54869904174,106901.40130095827,0.0055521666695199645,0.005057714320193973,608.6358778875
2025-05-22 13:00:00,1747918800000,111600.0,111616.0,110905.0,110920.6,361.76795453,111021.5,110948.09,110111.005,108022.86,59.97969384567332,873.3083043663355,906.7509452445413,-33.44264087820579,110111.005,112696.32798580817,107525.68201419184,-0.006086923016956014,0.004715579710145024,515.906654988
2025-05-22 14:00:00,1747922400000,110920.6,111398.1,110550.0,110900.0,490.12394221,111039.3,110891.38,110308.005,108145.38,57.68424157027235,824.8604981386743,890.3727945454309,-65.5122964067566,110308.005,112443.7164712237,108172.29352877631,-0.00018571843282499945,0.0008031693604424461,514.0440925655
2025-05-22 15:00:00,1747926000000,110900.0,111533.3,110783.4,111317.8,403.1819156,111144.4,110936.36000000002,110442.98999999999,108282.766,60.87984789699043,810.435372335065,874.38526225019,-63.94988991512491,110442.98999999999,112467.34120720343,108418.63879279656,0.003767357980162256,0.0047431094038123955,499.4554880510001
2025-05-22 16:00:00,1747929600000,111318.0,111800.0,111083.7,111259.9,764.17899658,111199.63999999998,111002.35,110593.98499999999,108417.51400000001,56.62075206113009,785.314430266415,856.5710531968788,-71.25662293046378,110593.98499999999,112360.55627348898,108827.41372651099,-0.0005201324496173498,0.0024886537392427854,524.9161403370001
2025-05-22 17:00:00,1747933200000,111260.0,111963.0,111162.0,111503.3,364.27269159,111180.31999999999,111048.85,110748.15,108540.77200000001,47.24260210320381,775.8960302245978,840.4360176938353,-64.53998746923753,110748.15,112231.317510148,109264.98248985199,0.002187670490446214,-0.0008655921734695982,536.7329429015001
2025-05-22 18:00:00,1747936800000,111503.7,111962.6,111366.8,111723.3,164.17852842,111340.86000000002,111181.18000000001,110897.18500000001,108670.96,52.65767634854768,777.0515807412885,827.7591108760228,-50.70753013473427,110897.18500000001,112105.35377049558,109689.01622950444,0.001973035775622689,0.007236708059638941,530.4836278105
2025-05-22 19:00:00,1747940400000,111723.2,111929.8,110916.4,111200.0,334.32386235,111400.86000000002,111220.08,110975.045,108770.95,53.49900931663927,727.6994268535636,807.7471495369379,-80.04772268337422,110975.045,112034.38069546437,109915.70930453563,-0.004683893153890062,0.0027051397655546428,469.04099382000004
2025-05-22 20:00:00,1747944000000,111203.5,111447.9,110819.3,111073.0,155.03419398,111351.9,111248.15,111030.595,108886.81,55.137730274591576,670.6828150303772,780.3342557491377,-109.65144071876045,111030.595,111976.72634834259,110084.46365165741,-0.0011420863309352658,-0.0021991092170344784,438.12054420800007
2025-05-22 21:00:00,1747947600000,111073.0,111100.0,110756.0,110840.0,88.38377616,111267.92,111233.78,111077.09,108963.252,47.745514904840924,599.9127094185969,744.2499181698972,-144.3372087513003,111077.09,111870.43245847667,110283.74754152332,-0.002097719517794583,-0.003774046174767287,419.4704421564999
2025-05-22 22:00:00,1747951200000,110844.0,111255.1,110844.0,111020.4,94.54496634,111171.34,111175.83,111104.625,109045.46,57.87309644670043,551.9210330791539,705.7841170063738,-153.86308392721992,111104.625,111845.71109308851,110363.53890691149,0.0016275712739082238,-0.0043308135274920945,400.2314979825
2025-05-22 23:00:00,1747954800000,111020.5,111728.0,111020.5,111701.9,141.43895305,111167.05999999998,111253.95999999999,111101.025,109147.23599999999,60.579503621897565,562.053043671709,677.0378879040004,-114.98484423229138,111101.025,111829.00562980355,110373.04437019644,0.006138511480772824,-0.00019154464646142788,348.414388175
2025-05-23 00:00:00,1747958400000,111702.0,111800.0,111383.3,111611.9,234.01664544,111249.43999999999,111325.15,111108.26500000001,109243.952,59.57074127703291,556.4415157276235,652.9186037791762,-96.47708805155276,111108.26500000001,111854.232975255,110362.29702474503,-0.0008057159278400672,0.003704136690647397,335.9367661585
2025-05-23 01:00:00,1747962000000,111612.0,111739.3,111210.9,111337.8,163.07815915,111302.4,111327.15,111131.755,109333.786,54.05659296597555,523.9502357838501,627.1249218903413,-103.17468610649121,111131.755,111875.4509607264,110388.0590392736,-0.0024558313226455963,0.0023840177180773914,326.0988516645
2025-05-23 02:00:00,1747965600000,111337.8,111624.0,111184.7,111274.3,206.79181304,111389.25999999998,111328.59,111165.47,109424.354,45.72905189149495,487.4797078188567,599.1958718952039,-111.71616407634724,111165.47,111867.64244275833,110463.29755724168,-0.0005703363996774069,0.00391826055575617,313.867227324
2025-05-23 03:00:00,1747969200000,111274.3,111382.0,111016.0,111111.0,153.66743849,111407.38,111289.35999999999,111169.10499999998,109516.79199999999,52.88852478912545,440.3813097807724,567.4329529390642,-127.05164315829177,111169.10499999998,111869.2553101032,110468.95468989677,-0.0014675446172207618,0.0008160662364755655,273.7081387155
2025-05-23 04:00:00,1747972800000,111111.1,111191.4,110536.8,110851.9,419.05634398,111237.37999999998,111202.22,111191.7,109596.91,49.31952579011394,377.8798679708998,529.522329707221,-151.64246173632125,111191.7,111811.95215585509,110571.4478441449,-0.0023319023319023913,-0.007609539318489622,276.551993768
2025-05-23 05:00:00,1747976400000,110851.8,110963.9,110650.1,110860.0,129.74793678,111087.0,111168.22,111194.15,109677.35,42.67426230557512,325.2486519820668,488.66758878405716,-163.41893680199036,111194.15,111808.42884119316,110579.87115880683,7.307046609028589e-05,-0.006736736853328318,266.8445270405
2025-05-23 06:00:00,1747980000000,110860.0,110860.0,110406.1,110523.9,345.72010287,110924.22,111113.31000000001,111180.73000000001,109742.106,39.18537674856007,253.5929886510421,441.65266380620466,-188.05967515516255,111180.73000000001,111841.91037382974,110519.54962617028,-0.0030317517589752985,-0.0073101857590145425,277.185323976
2025-05-23 07:00:00,1747983600000,110524.0,110872.0,110522.2,110721.9,383.45976757,110813.73999999999,111101.5,111167.63999999998,109805.88,38.36301900279969,210.30509650950262,395.3831464486651,-185.0780499391625,111167.63999999998,111855.08909828844,110480.19090171152,0.0017914677277945934,-0.004964308919490068,285.942596428
2025-05-23 08:00:00,1747987200000,110722.0,111022.7,110705.8,110930.0,159.08678245,110777.54,111092.46,111134.14499999999,109869.31800000001,38.143775220445384,190.54234954089043,354.4149843058615,-163.87263476497105,111134.14499999999,111797.78258491064,110470.50741508933,0.0018794836432540762,-0.0016290016290015918,277.802738529
2025-05-23 09:00:00,1747990800000,110930.1,111378.0,110900.0,111315.8,181.34980031,110870.31999999999,111053.85,111153.90499999998,109965.436,51.8048628428928,203.57391002285294,324.24676782259274,-120.6728577997398,111153.90499999998,111814.29697762089,110493.51302237908,0.0034778689263499363,0.004184862866581485,268.781830818
2025-05-23 10:00:00,1747994400000,111315.7,111320.0,110813.4,111061.1,209.87632269,110910.54,110998.76999999999,111161.95999999999,110058.93800000001,49.82162664508208,191.19899962654745,297.6372130355563,-106.43821340900882,111161.95999999999,111813.178418853,110510.74158114698,-0.0022880848900156403,0.0018139996391846047,254.769449842
2025-05-23 11:00:00,1747998000000,111061.2,111099.0,108856.1,109085.3,900.02290194,110622.81999999999,110773.51999999999,111050.335,110116.642,32.72422959535304,22.101322158210678,242.53003295840824,-220.42871080019756,111050.335,112179.23139872462,109921.4386012754,-0.017790207372338274,-0.01301618925861281,279.611499159
2025-05-23 12:00:00,1748001600000,109083.7,109109.5,107313.9,108429.0,1598.72383704,110164.23999999999,110488.98999999999,110908.79000000001,110158.5,26.67254788996125,-162.86473982429015,161.45107616352303,-324.31581598781315,110908.79000000001,112529.71979022624,109287.86020977377,-0.006016392676190141,-0.020708640296093095,321.33874118200004
2025-05-23 13:00:00,1748005200000,108429.1,109724.1,107961.1,109650.0,879.93449456,109908.23999999999,110342.88999999998,110816.125,110220.93,33.16431185283655,-208.72583844288602,87.41569160712622,-296.14153005001225,110816.125,112504.44946728785,109127.80053271215,0.011260825056027546,-0.011538808257459676,347.12183133049996
2025-05-23 14:00:00,1748008800000,109648.6,109999.9,109516.6,109670.6,539.88193472,109579.2,110224.76000000001,110713.48999999999,110282.94,33.88828948460471,-240.63649608990818,21.805252908483247,-262.4417489983914,110713.48999999999,112419.09499147606,109007.88500852392,0.00018787049703616887,-0.014779573070489493,365.90700164550003
2025-05-23 15:00:00,1748012400000,109670.6,109866.0,108910.7,108940.6,346.73689902,109155.1,110032.82000000002,110600.51999999999,110316.554,31.504228134065926,-321.0214891677024,-46.76009647590975,-274.26139269179265,110600.51999999999,112462.57163544228,108738.4683645577,-0.006656296217947166,-0.019093093801520022,366.52765347900004
2025-05-23 16:00:00,1748016000000,108942.4,109215.3,108004.9,109077.4,1448.90431514,109153.51999999999,109888.17,110500.73999999999,110318.102,33.23923890321498,-369.446018690709,-111.29728164864453,-258.1487370420645,110500.73999999999,112467.13711189902,108534.34288810096,0.0012557301869091653,-7.242039028176883e-05,431.22115953700006
2025-05-23 17:00:00,1748019600000,109079.5,109812.2,109019.7,109415.8,337.71898585,109350.88,109757.56000000001,110429.53,110326.97799999999,37.40340030911909,-376.22072087888955,-164.2819699740066,-211.93875090488294,110429.53,112446.69261286428,108412.36738713572,0.0031023841785742245,0.009100886294257204,443.68792002149996
2025-05-23 18:00:00,1748023200000,109415.8,109507.2,108656.5,108801.3,278.48128115,109181.13999999998,109544.68999999999,110318.575,110320.38600000001,35.52694729115508,-426.1890317448997,-216.66338270726982,-209.52564903762988,110318.575,112440.30587819219,108196.84412180781,-0.005616190714686553,-0.007740082079343291,452.88473576200005
2025-05-23 19:00:00,1748026800000,108801.4,109162.3,108575.8,108714.5,242.24394339,108989.92000000001,109284.56000000001,110169.205,110362.87600000002,35.0235239916794,-467.39433562582417,-266.8095735813073,-200.58476204451688,110169.205,112301.48891165324,108036.92108834676,-0.0007977845852945586,-0.008717924402711463,457.92498527900005
2025-05-23 20:00:00,1748030400000,108714.5,108730.1,108198.8,108250.7,138.71286309,108851.93999999999,109003.51999999999,110001.14499999999,110388.69,34.41006227196671,-531.3020635301073,-319.70807181607637,-211.5939917140309,110001.14499999999,112183.89671717776,107818.39328282222,-0.004266220237410856,-0.006332808888513619,453.15979616149997
2025-05-23 21:00:00,1748034000000,108250.8,108678.1,108060.9,108296.0,183.46917695,108695.65999999999,108924.59,109849.05500000001,110382.24799999999,33.006906793314656,-571.7060899098287,-370.10767562157486,-201.59841428825388,109849.05500000001,112063.32306485868,107634.78693514134,0.0004184730445160323,-0.0071637204407145605,454.17934705150003
2025-05-23 22:00:00,1748037600000,108295.9,108591.9,107650.0,107800.0,265.99734388,108372.5,108861.68999999999,109675.34,110373.44799999999,28.924829647984097,-636.3698080917966,-423.3601022734742,-213.0097058183224,109675.34,111962.73956273038,107387.94043726962,-0.004580039890670018,-0.014767519864590017,457.13962359350006
2025-05-23 23:00:00,1748041200000,107800.1,107909.3,106800.0,107324.0,585.02430528,108077.04,108629.09,109485.98999999999,110351.52799999999,23.44465141032468,-717.7124987207499,-482.23058170253614,-235.48191701821372,109485.98999999999,111896.64819000801,107075.33180999197,-0.004415584415584428,-0.013577962763312579,478.707466933
2025-05-24 00:00:00,1748044800000,107324.1,107696.4,106880.0,107370.2,224.93789471,107808.18000000001,108399.05,109311.905,110324.08,24.74580910023947,-769.579386268073,-539.7003427246715,-229.8790435434015,109311.905,111808.56768908168,106815.24231091831,0.0004304722149752749,-0.012365415836893878,469.0015444695
2025-05-24 01:00:00,1748048400000,107370.1,107876.6,107358.2,107481.9,117.96703725,107654.42,108253.18000000001,109143.0,110280.86200000001,35.27207260168271,-792.5410306680278,-590.2684803900905,-202.27255027793728,109143.0,111655.70598359616,106630.29401640384,0.0010403259004825305,-0.007102032596555952,468.412499493
2025-05-24 02:00:00,1748052000000,107481.9,107905.3,107250.1,107796.6,107.41747656,107554.54,108125.1,109006.63499999998,110237.554,43.802187463248345,-776.4131334105623,-627.4974110393871,-148.9157223711752,109006.63499999998,111499.74271382557,106513.52728617439,0.0029279348429829266,-0.004611435325404423,456.4973681775
2025-05-24 03:00:00,1748055600000,107796.6,108371.9,107752.2,108370.0,171.18174553,107668.54,108020.51999999999,108889.04,110206.752,35.63153877239462,-709.2201738377917,-643.841963614944,-65.37821022284766,108889.04,111260.3879297204,106517.69207027959,0.005319277231378372,0.005287569573283912,445.8834670755001
2025-05-24 04:00:00,1748059200000,108370.0,108581.8,108304.3,108497.9,190.72760222,107903.31999999999,107990.18000000001,108767.43500000001,110167.31599999999,37.14567576455101,-638.2974045401643,-642.7330517991263,4.435647258962035,108767.43500000001,110939.13574149992,106595.7342585001,0.001180215926916972,0.01093790764414293,447.465508064
2025-05-24 05:00:00,1748062800000,108497.9,108533.9,108125.4,108240.0,141.76616472,108077.28,107942.73000000001,108613.64499999999,110096.638,41.43395119088367,-596.017260485547,-633.3898935306022,37.37263304505518,108613.64499999999,110432.4558173661,106794.83418263387,-0.002377004531884941,0.008100944209845862,445.48632628449997
2025-05-24 06:00:00,1748066400000,108240.0,108344.0,107672.1,107963.3,430.61000975,108173.56000000001,107913.99000000002,108458.755,110026.56199999999,36.82878963421854,-578.1594412507839,-622.3438030691451,44.18436181836125,108458.755,109885.30329272381,107032.2067072762,-0.002556356245380642,0.004478893655583072,456.5230106375
2025-05-24 07:00:00,1748070000000,107963.3,108245.2,107567.7,107600.8,323.43957062,108134.4,107844.47,108384.53,109961.218,28.66412752151217,-586.4810864923347,-615.1712597509294,28.690173258594655,108384.53,109828.19356206026,106940.86643793974,-0.0033576224513329755,-0.0018163838191557202,427.6938440715001
