time,open,high,low,close,volume,amount,label
2024-09-20 06:00:00,0.00092954,0.000947,0.00091347,0.00091683,14256799581,13263917.41521307,0
2024-09-20 08:00:00,0.00091706,0.0009591,0.00089265,0.00091477,27441634555,25451476.48968566,0
2024-09-20 10:00:00,0.00091469,0.00091935,0.00086359,0.00090587,30176748583,26714488.26782162,0
2024-09-20 12:00:00,0.00090575,0.000947,0.0009,0.00090678,25536347893,23547121.99356763,0
2024-09-20 14:00:00,0.00090658,0.00092,0.000851,0.00086865,32186457878,28545023.70722537,2
2024-09-20 16:00:00,0.00086875,0.00089,0.0008154,0.00082803,38996882581,33345155.55005222,0
2024-09-20 18:00:00,0.0008276,0.00084547,0.00078695,0.00081889,46054670549,37741094.26615687,0
2024-09-20 20:00:00,0.00081877,0.000828,0.00076635,0.00080562,42510986741,33816703.39762055,0
2024-09-20 22:00:00,0.00080537,0.00083394,0.00079449,0.00081563,25180077749,20545149.03872569,0
2024-09-21 00:00:00,0.00081591,0.000862,0.0008,0.00080797,32276075676,26711541.92967594,0
2024-09-21 02:00:00,0.00080812,0.000838,0.00080326,0.000829,11258094288,9252324.4498825,0
2024-09-21 04:00:00,0.00082895,0.00085863,0.0008,0.000843,21887181696,18197310.34690322,0
2024-09-21 06:00:00,0.000843,0.00086499,0.000832,0.00083836,13506977690,11426231.04127555,0
2024-09-21 08:00:00,0.00083851,0.000888,0.00082198,0.0008496,19869635384,16996867.67197705,0
2024-09-21 10:00:00,0.00084958,0.00085884,0.0007842,0.00079325,18722049671,15323802.74389392,0
2024-09-21 12:00:00,0.00079351,0.00081411,0.0007639,0.0008039,22097976363,17525249.77961143,1
2024-09-21 14:00:00,0.00080389,0.00082,0.0008,0.000812,10040991449,8123922.83147204,0
2024-09-21 16:00:00,0.00081201,0.00083,0.00080587,0.00081792,10661979904,8729864.05921113,0
2024-09-21 18:00:00,0.00081809,0.00082872,0.000805,0.0008203,10648595093,8697182.01752855,0
2024-09-21 20:00:00,0.00082033,0.0008489,0.000795,0.00080229,21707289850,17876276.09403819,0
2024-09-21 22:00:00,0.00080246,0.0008134,0.000794,0.00080164,11305793881,9091182.10304236,0
2024-09-22 00:00:00,0.00080171,0.00081939,0.000785,0.0008168,12165495110,9796360.66661071,0
2024-09-22 02:00:00,0.000817,0.00081765,0.00079036,0.00079708,7767267586,6223054.69451058,0
2024-09-22 04:00:00,0.00079708,0.00080202,0.0007764,0.00078565,8476351752,6677154.15432149,0
2024-09-22 06:00:00,0.00078563,0.000813,0.00077022,0.00080986,10529427429,8349551.70461586,1
2024-09-22 08:00:00,0.00080945,0.00081431,0.000762,0.00081383,15719835119,12452423.43150715,0
2024-09-22 10:00:00,0.00081374,0.00083769,0.00079,0.00081748,18428092736,15023252.68051345,0
2024-09-22 12:00:00,0.00081748,0.00084988,0.00080606,0.00083211,17386363503,14486515.53552633,0
2024-09-22 14:00:00,0.00083224,0.0008475,0.00080151,0.00080585,13186172446,10844492.3201047,0
2024-09-22 16:00:00,0.00080583,0.000835,0.00079523,0.00082545,12152491353,9925019.12507795,0
2024-09-22 18:00:00,0.0008254,0.00084513,0.00081841,0.00083703,13603367130,11340048.39181454,0
2024-09-22 20:00:00,0.00083669,0.00083744,0.0008015,0.00082419,16232916698,13237858.51596738,0
2024-09-22 22:00:00,0.00082419,0.00083,0.0008016,0.00080447,10570472685,8612255.43741622,0
2024-09-23 00:00:00,0.00080465,0.000829,0.0008,0.00081982,8316935983,6771230.04306541,0
2024-09-23 02:00:00,0.00081959,0.00083728,0.00081584,0.00083365,8492642037,7029691.17966137,0
2024-09-23 04:00:00,0.0008334,0.00084,0.0008001,0.00080217,12361514977,10143507.90854347,0
2024-09-23 06:00:00,0.0008022,0.0008377,0.00079712,0.00082867,14920474764,12256684.30487229,0
2024-09-23 08:00:00,0.00082861,0.00090299,0.00080607,0.00089188,35374930708,30655223.42240232,1
2024-09-23 10:00:00,0.00089161,0.00103,0.000881,0.00101198,55907137066,53383150.42401215,0
2024-09-23 12:00:00,0.0010116,0.001172,0.0010025,0.00113855,65911192239,73183333.20992552,0
2024-09-23 14:00:00,0.00113827,0.00121655,0.0011087,0.00112966,46184316908,53350107.30703096,0
2024-09-23 16:00:00,0.00112947,0.00122688,0.0011123,0.00118676,28289311658,33093536.19213319,0
2024-09-23 18:00:00,0.00118686,0.00123,0.00113333,0.00114839,35217398204,41537186.31173429,0
2024-09-23 20:00:00,0.00114898,0.00120871,0.0011136,0.0011904,37184632256,43010956.24317613,1
2024-09-23 22:00:00,0.00119,0.00129,0.00116727,0.00125816,48972218050,60264147.76326477,0
2024-09-24 00:00:00,0.00125716,0.00127,0.00120641,0.00122236,22832484584,28291163.81052994,0
2024-09-24 02:00:00,0.00122233,0.00126689,0.00121855,0.00124422,11459818357,14274811.73935986,0
2024-09-24 04:00:00,0.00124439,0.00126811,0.001225,0.00125122,11370865093,14149555.40676631,0
2024-09-24 06:00:00,0.00125115,0.00128995,0.001248,0.00126171,15433668020,19557761.73981303,0
2024-09-24 08:00:00,0.00126184,0.00137618,0.00113333,0.00116054,64688107877,79385017.48244289,0
2024-09-24 10:00:00,0.00116006,0.00119607,0.001124,0.00116953,23621658672,27385178.96650787,0
2024-09-24 12:00:00,0.0011698,0.00117993,0.00113,0.00114249,15060284390,17386592.95948947,0
2024-09-24 14:00:00,0.00114209,0.0012176,0.00113,0.00120379,19363175542,22731233.55278,0
2024-09-24 16:00:00,0.00120379,0.001233,0.00116334,0.00116979,20963655638,25158520.58526551,0
2024-09-24 18:00:00,0.00116961,0.001228,0.00116779,0.00120945,14810564521,17795414.35722724,0
2024-09-24 20:00:00,0.00120946,0.00121958,0.0011705,0.00117719,15549561781,18488818.05613112,0
2024-09-24 22:00:00,0.00117701,0.00117728,0.001125,0.001168,23282604127,26820548.53210113,0
2024-09-25 00:00:00,0.00116803,0.00117999,0.00114403,0.00116186,9727403603,11293342.89109207,0
2024-09-25 02:00:00,0.00116209,0.00118658,0.00115531,0.00118063,7286206880,8562997.78497469,1
2024-09-25 04:00:00,0.00118062,0.00120926,0.00117709,0.00119915,10070246081,12041830.21269572,0
2024-09-25 06:00:00,0.0011992,0.00125,0.00118,0.00121584,17425650894,21327347.31543544,0
2024-09-25 08:00:00,0.00121607,0.0012834,0.00117786,0.00122839,22301390360,27340516.35233291,0
2024-09-25 10:00:00,0.00122838,0.00124365,0.00116025,0.0011883,13309470316,15898799.36656875,2
2024-09-25 12:00:00,0.00118828,0.00119,0.00117102,0.00118075,6537310410,7710072.62098258,0
2024-09-25 14:00:00,0.00118054,0.00121,0.00116572,0.00117591,11920134768,14169386.26951755,0
2024-09-25 16:00:00,0.00117534,0.00118591,0.001145,0.00115824,11544603621,13476356.89147894,0
2024-09-25 18:00:00,0.00115849,0.00119,0.001152,0.00118345,10375820340,12182565.91204353,0
2024-09-25 20:00:00,0.00118322,0.001245,0.00117576,0.00121942,34737743034,42209123.6509648,0
2024-09-25 22:00:00,0.00121962,0.00137299,0.0011675,0.00118269,91196687386,115240586.17778924,2
2024-09-26 00:00:00,0.00118192,0.00121716,0.00117,0.00118889,29122342872,34760351.14736002,0
2024-09-26 02:00:00,0.00118888,0.001199,0.00116687,0.00117401,10076158148,11915691.62932498,2
2024-09-26 04:00:00,0.00117399,0.001194,0.00117,0.00117141,9363637156,11052554.46763866,0
2024-09-26 06:00:00,0.00117154,0.00117369,0.00106,0.00108013,41907800064,46287949.59435425,0
2024-09-26 08:00:00,0.00108057,0.0010902,0.00103221,0.00108338,24595354351,26067471.19554882,0
2024-09-26 10:00:00,0.00108343,0.00111308,0.00106452,0.00111058,15196854934,16513335.43485666,0
2024-09-26 12:00:00,0.0011104,0.00111988,0.00108387,0.00109851,14817080515,16274057.52439385,0
2024-09-26 14:00:00,0.00109818,0.00111036,0.0010851,0.00110229,12520242648,13739822.29144514,0
2024-09-26 16:00:00,0.00110229,0.00110262,0.00105,0.00107124,20846679308,22428500.33772558,2
2024-09-26 18:00:00,0.00107118,0.0011,0.00103576,0.00104416,20306586738,21754987.56185347,0
2024-09-26 20:00:00,0.00104413,0.00105936,0.00100347,0.00104081,32630366289,33674006.29239128,0
2024-09-26 22:00:00,0.00104086,0.00108584,0.00102224,0.0010726,21191134475,22394814.48884325,0
2024-09-27 00:00:00,0.00107258,0.00108627,0.001043,0.00104795,16071290181,17086339.67074992,2
2024-09-27 02:00:00,0.00104796,0.00106456,0.00103,0.00103423,7438372212,7800361.11698168,0
2024-09-27 04:00:00,0.00103426,0.0010427,0.00100966,0.00101995,9742035435,9958967.96914648,0
2024-09-27 06:00:00,0.00101995,0.001071,0.00101912,0.00105904,8998886937,9418939.26057418,1
2024-09-27 08:00:00,0.0010589,0.00108622,0.00105443,0.00106907,12625251256,13564283.19992219,0
2024-09-27 10:00:00,0.00106908,0.00108676,0.001052,0.00107657,10762920139,11546374.87167598,0
2024-09-27 12:00:00,0.00107606,0.00116523,0.00107577,0.0011178,34701827280,39001671.98305643,0
2024-09-27 14:00:00,0.00111756,0.00114565,0.00109601,0.00111954,20485132052,23000541.39009117,0
2024-09-27 16:00:00,0.0011191,0.00114,0.00110132,0.00111943,14876447964,16739244.89825719,0
2024-09-27 18:00:00,0.00111946,0.00112354,0.00107692,0.00110151,12759334373,14060875.98185149,0
2024-09-27 20:00:00,0.00110169,0.00111789,0.00103,0.00104294,22060123619,23618996.96244788,0
2024-09-27 22:00:00,0.00104293,0.00107269,0.00103934,0.00104956,19467616114,20586099.41601079,0
2024-09-28 00:00:00,0.00104956,0.00108516,0.00103731,0.00105826,14410727455,15332999.04629438,0
2024-09-28 02:00:00,0.00105809,0.00107175,0.00104157,0.00105058,5587738713,5918253.96893121,0
2024-09-28 04:00:00,0.00105046,0.001057,0.001037,0.00104469,5473264137,5731332.56385791,0
2024-09-28 06:00:00,0.00104468,0.00108349,0.001031,0.00107409,9487294765,10035946.8614794,1
2024-09-28 08:00:00,0.00107432,0.00113549,0.00106944,0.00108546,20376892911,22411023.06406772,0
2024-09-28 10:00:00,0.0010857,0.0011862,0.00108359,0.00118509,28005906396,32069750.72674678,0
2024-09-28 12:00:00,0.00118551,0.00126933,0.0011606,0.00123955,41153083216,50091304.71946908,0
2024-09-28 14:00:00,0.00123981,0.00125445,0.00117019,0.00117947,28338640815,34026379.68743274,0
2024-09-28 16:00:00,0.00117951,0.00119,0.00113416,0.00117204,22640888205,26257833.28723707,0
2024-09-28 18:00:00,0.00117204,0.001213,0.0011618,0.0012004,17477985584,20797957.3403122,0
2024-09-28 20:00:00,0.0012004,0.00122493,0.00117705,0.001181,19506842994,23363371.35838197,0
2024-09-28 22:00:00,0.00118135,0.00122,0.00117803,0.00119679,17211944876,20755965.18665854,0
2024-09-29 00:00:00,0.00119665,0.00120274,0.00115122,0.00117293,15113899294,17751436.76734792,0
2024-09-29 02:00:00,0.00117316,0.00119121,0.0011676,0.00118089,6096914854,7192224.35912846,0
2024-09-29 04:00:00,0.00118078,0.00119698,0.00116609,0.00119664,6902090839,8179902.80403091,0
2024-09-29 06:00:00,0.0011968,0.00119718,0.00116881,0.00117945,5818405513,6890400.83865354,0
2024-09-29 08:00:00,0.00117947,0.00126813,0.00112,0.00112938,39186719151,46635988.52725125,2
2024-09-29 10:00:00,0.00112959,0.0011456,0.00109726,0.00110575,22701444334,25448063.54661819,0
2024-09-29 12:00:00,0.00110575,0.00111426,0.00106,0.00109401,15923472577,17403748.92577894,0
2024-09-29 14:00:00,0.00109397,0.0011081,0.00108287,0.0010923,9003829575,9836491.08847981,0
2024-09-29 16:00:00,0.00109256,0.00110394,0.001075,0.00109046,8244348435,8996514.82613774,0
2024-09-29 18:00:00,0.00109022,0.00110818,0.00108,0.00109856,7636458072,8375575.40300472,0
2024-09-29 20:00:00,0.0010986,0.00110372,0.00103527,0.00105904,26362035495,27978738.26736738,0
2024-09-29 22:00:00,0.0010593,0.00109,0.00105299,0.00107153,12678126250,13559985.94330097,0
2024-09-30 00:00:00,0.00107169,0.00108586,0.00105267,0.00107389,9669501105,10346343.92175968,0
2024-09-30 02:00:00,0.00107421,0.0010815,0.00106644,0.0010801,4559567141,4896008.38210144,0
2024-09-30 04:00:00,0.00108005,0.00108886,0.00107224,0.00108438,6335957145,6849686.56898425,0
2024-09-30 06:00:00,0.00108435,0.00109261,0.00106207,0.00108326,7062512832,7606337.31126129,0
2024-09-30 08:00:00,0.00108374,0.00110469,0.00105405,0.00105839,13241522814,14257002.7881282,2
2024-09-30 10:00:00,0.00105848,0.00106853,0.001001,0.00104936,18840599137,19440088.99198996,0
2024-09-30 12:00:00,0.00104938,0.00105299,0.00102501,0.00103076,8399184457,8709683.05437059,0
2024-09-30 14:00:00,0.00103043,0.0010473,0.00101718,0.00103228,9798630273,10119461.61755027,0
2024-09-30 16:00:00,0.00103265,0.00104949,0.00101195,0.00103324,14741542057,15205635.35704387,0
2024-09-30 18:00:00,0.00103324,0.00107,0.00102527,0.00106268,9810713007,10244347.35972572,1
2024-09-30 20:00:00,0.00106304,0.00107378,0.00104945,0.0010628,7772138540,8250356.56786033,0
2024-09-30 22:00:00,0.00106268,0.001088,0.00105658,0.00106116,11137618146,11921774.20849496,0
2024-10-01 00:00:00,0.00106144,0.00111,0.00106144,0.00109,14428189450,15652069.5218393,0
2024-10-01 02:00:00,0.00109039,0.00115,0.00107439,0.00114813,17410763006,19299571.73008147,0
2024-10-01 04:00:00,0.00114813,0.00117755,0.00112264,0.00113685,26695299733,30840358.56568764,0
2024-10-01 06:00:00,0.00113691,0.001163,0.00108,0.00113544,20484312397,23097144.99526541,0
2024-10-01 08:00:00,0.00113544,0.00119764,0.001128,0.0011848,24191014162,28112105.93432599,0
2024-10-01 10:00:00,0.0011848,0.00118758,0.00114166,0.0011722,14715499939,17163662.62257971,0
2024-10-01 12:00:00,0.00117217,0.0012145,0.00115,0.00115188,19153906814,22618429.04683151,2
2024-10-01 14:00:00,0.0011521,0.00116216,0.00111489,0.00114522,15723295268,17918634.53443653,0
2024-10-01 16:00:00,0.00114512,0.00115535,0.0011231,0.00112968,9214170225,10523571.74935982,0
2024-10-01 18:00:00,0.0011297,0.00114359,0.00112501,0.00114009,7356075011,8371589.5166212,0
2024-10-01 20:00:00,0.00114002,0.00117133,0.0011157,0.00115191,23913100172,27455295.42143399,0
2024-10-01 22:00:00,0.0011517,0.00116049,0.00105324,0.00107359,36752614747,40229301.47761933,2
2024-10-02 00:00:00,0.00107313,0.00107955,0.00091209,0.00102665,58249056410,58257151.15402401,0
2024-10-02 02:00:00,0.0010263,0.00104686,0.00098467,0.00099096,21428737391,21645668.06108498,0
2024-10-02 04:00:00,0.00099111,0.00100507,0.00094284,0.00098326,19541143771,19023245.67100696,0
2024-10-02 06:00:00,0.0009835,0.0009835,0.00089004,0.00093828,29387104486,27402355.29979888,0
2024-10-02 08:00:00,0.00093807,0.00096597,0.00092,0.00094634,14373390557,13599869.96100427,0
2024-10-02 10:00:00,0.00094638,0.00102899,0.00092722,0.00100743,28017983261,27537252.66563512,1
2024-10-02 12:00:00,0.00100745,0.0010268,0.001,0.00100292,11740682544,11804317.38278366,0
2024-10-02 14:00:00,0.00100312,0.00104,0.001,0.0010331,12802592991,12986220.40281035,0
2024-10-02 16:00:00,0.00103234,0.00104249,0.00097651,0.00098294,16991501701,17156831.57370393,0
2024-10-02 18:00:00,0.00098299,0.00100044,0.00094832,0.00098795,13671929838,13386101.04872734,1
2024-10-02 20:00:00,0.00098796,0.0010115,0.00096388,0.00100425,13024884984,12862634.37516952,0
2024-10-02 22:00:00,0.00100429,0.0010275,0.00099584,0.00101392,13827713898,14032100.42745153,0
2024-10-03 00:00:00,0.00101361,0.0010275,0.00098516,0.000998,11528958874,11625008.29802235,0
2024-10-03 02:00:00,0.000998,0.00100128,0.00093874,0.00097047,13512443555,13012398.22494674,2
2024-10-03 04:00:00,0.00097056,0.00097629,0.00091407,0.00093172,13207930063,12459349.76708427,0
2024-10-03 06:00:00,0.00093167,0.00094292,0.0009167,0.00093333,8737889970,8123495.69604628,0
2024-10-03 08:00:00,0.00093307,0.00096987,0.00092708,0.00095344,8681444966,8250142.05259505,1
2024-10-03 10:00:00,0.00095367,0.00097497,0.0009493,0.00096927,8154233465,7834617.86278927,0
2024-10-03 12:00:00,0.00096917,0.00097055,0.00095021,0.00096127,4767932661,4569465.39805281,0
2024-10-03 14:00:00,0.00096118,0.00097962,0.00092004,0.00092466,10175562898,9695752.7485925,2
2024-10-03 16:00:00,0.00092464,0.000929,0.0008618,0.00090068,31792542850,28341549.26484398,0
2024-10-03 18:00:00,0.00090068,0.0009177,0.00089577,0.00090699,8384930170,7609913.11763048,0
2024-10-03 20:00:00,0.00090743,0.00090851,0.000865,0.00089304,18748813503,16642113.56829044,0
2024-10-03 22:00:00,0.00089289,0.00091152,0.000852,0.00088777,16104440503,14161718.36145205,0
2024-10-04 00:00:00,0.00088762,0.00089696,0.00085724,0.00088573,11985676172,10510998.86704797,0
2024-10-04 02:00:00,0.00088573,0.00092432,0.00088238,0.00091695,13183340684,11961830.78857232,1
2024-10-04 04:00:00,0.0009165,0.00091848,0.00089208,0.00090038,5165346480,4666407.81157348,0
2024-10-04 06:00:00,0.00090038,0.00092313,0.00088939,0.00090752,6330430553,5733527.86977112,0
2024-10-04 08:00:00,0.00090759,0.00095488,0.00088533,0.00093894,20004442531,18436765.95059742,1
2024-10-04 10:00:00,0.00093917,0.00095141,0.00092137,0.0009268,9065624489,8514163.43897047,0
2024-10-04 12:00:00,0.00092712,0.0009378,0.00091504,0.00093322,4697134398,4355783.64761454,0
2024-10-04 14:00:00,0.00093322,0.00095852,0.00092606,0.00095028,9981207385,9384647.78198042,1
2024-10-04 16:00:00,0.00095038,0.00099988,0.00094555,0.00095746,26835454923,26178327.00155626,0
2024-10-04 18:00:00,0.00095746,0.00101386,0.000953,0.00100215,26483870484,26279837.60039294,0
2024-10-04 20:00:00,0.00100207,0.00103,0.0009731,0.00101212,27639511214,27748190.12052165,0
2024-10-04 22:00:00,0.00101169,0.001035,0.00097101,0.00102335,20930101658,21023915.22969861,0
2024-10-05 00:00:00,0.00102357,0.00108256,0.00101355,0.00106083,27752443737,29503721.83091236,0
2024-10-05 02:00:00,0.00106104,0.00107099,0.00104844,0.00106266,7028495581,7439545.24112145,0
2024-10-05 04:00:00,0.00106283,0.00106585,0.00104628,0.00105021,4986010980,5267253.62321349,0
2024-10-05 06:00:00,0.00105042,0.00106,0.00104147,0.00105856,4125280909,4341312.33678592,0
2024-10-05 08:00:00,0.00105859,0.00107042,0.0010108,0.00102854,13348574990,13860047.08023334,0
2024-10-05 10:00:00,0.00102854,0.00103504,0.001007,0.00101033,8045767569,8205656.78732654,0
2024-10-05 12:00:00,0.0010103,0.0010365,0.00100383,0.00102747,7625105180,7785267.03690961,0
2024-10-05 14:00:00,0.00102736,0.0010499,0.0010217,0.00102991,7095301783,7336623.97334536,0
2024-10-05 16:00:00,0.00103045,0.00104459,0.00102252,0.0010295,5658384325,5843515.52523555,0
2024-10-05 18:00:00,0.00102917,0.00103909,0.00101584,0.00102351,4845859925,4976345.12927349,0
2024-10-05 20:00:00,0.0010235,0.00103307,0.00100131,0.00100513,7847744848,7961331.54433358,2
2024-10-05 22:00:00,0.00100513,0.00101654,0.00099143,0.00099829,8912635355,8933055.52143327,0
2024-10-06 00:00:00,0.00099826,0.00099934,0.00095852,0.00097351,14106138722,13747689.08864151,0
2024-10-06 02:00:00,0.0009735,0.00097595,0.00095,0.00095132,7236427787,6941091.8290731,0
2024-10-06 04:00:00,0.00095103,0.00095543,0.00093689,0.00094174,7456728326,7058239.0460173,0
2024-10-06 06:00:00,0.00094134,0.00096765,0.00094104,0.00096086,5867618440,5615487.18547305,0
2024-10-06 08:00:00,0.00096098,0.00098244,0.00095657,0.00097408,5417665136,5248069.27281449,0
2024-10-06 10:00:00,0.00097406,0.0009825,0.00096,0.00096332,5542809700,5382517.63793085,0
2024-10-06 12:00:00,0.00096332,0.0009747,0.00096079,0.00096286,3903086164,3773899.90961509,0
2024-10-06 14:00:00,0.00096297,0.00098,0.00095685,0.00097446,5897151468,5718317.57883918,0
2024-10-06 16:00:00,0.00097458,0.00098894,0.00096116,0.00098383,6847962357,6673057.64547452,0
2024-10-06 18:00:00,0.00098392,0.00099695,0.00097321,0.0009766,6957495333,6840886.99127212,0
2024-10-06 20:00:00,0.0009766,0.00099416,0.00097236,0.00098829,5968440082,5890930.91423773,0
2024-10-06 22:00:00,0.00098828,0.001165,0.000985,0.00114676,61024483308,67583342.2616628,1
2024-10-07 00:00:00,0.0011467,0.00121986,0.00114604,0.00118404,41471063364,49132203.45486661,0
2024-10-07 02:00:00,0.00118405,0.00122507,0.00117806,0.00118823,19861235112,23822216.47965966,0
2024-10-07 04:00:00,0.00118844,0.00122298,0.00117762,0.00120829,14553328532,17452764.91461646,0
2024-10-07 06:00:00,0.00120809,0.00133999,0.00120789,0.00131544,38467672917,49020440.77899573,1
2024-10-07 08:00:00,0.00131517,0.00148162,0.00130817,0.00144754,57207845527,80854755.55996147,0
2024-10-07 10:00:00,0.00144754,0.00147994,0.00141455,0.00146939,23387223564,33850527.53051482,0
2024-10-07 12:00:00,0.00146939,0.00149,0.00143502,0.00146017,19695134728,28680291.70564984,0
2024-10-07 14:00:00,0.0014602,0.00155492,0.001415,0.00144978,39216850167,57072457.00132837,0
2024-10-07 16:00:00,0.00144961,0.0014889,0.00142007,0.00144769,21814811542,31723730.53988634,0
2024-10-07 18:00:00,0.0014477,0.00148799,0.00139021,0.00148711,39228935405,56162637.93087191,1
2024-10-07 20:00:00,0.00148681,0.00153165,0.0014435,0.00149011,32112216924,47676873.02091128,0
2024-10-07 22:00:00,0.00149027,0.00160853,0.001482,0.00157355,47214283394,73222497.21925503,1
2024-10-08 00:00:00,0.00157339,0.00187092,0.00156166,0.00186394,69090923308,119489702.40422206,0
2024-10-08 02:00:00,0.00186479,0.00188,0.00161,0.00167131,63717450645,110432109.18039356,2
2024-10-08 04:00:00,0.00167138,0.00175578,0.00164168,0.00171909,23227043977,39395847.33281971,0
2024-10-08 06:00:00,0.00171909,0.00172173,0.00162,0.0016378,29451010389,48633952.28996736,0
2024-10-08 08:00:00,0.00163822,0.00171896,0.00157368,0.00167694,21722482887,35812762.14215933,0
2024-10-08 10:00:00,0.00167694,0.00174793,0.00166938,0.00172892,18196200547,31124730.07744596,0
2024-10-08 12:00:00,0.00172899,0.00177489,0.00163077,0.00167325,22404225488,37786986.77605626,0
2024-10-08 14:00:00,0.00167359,0.00171941,0.00163562,0.00166922,15586929041,26060554.81462047,0
2024-10-08 16:00:00,0.00166864,0.00174298,0.00164244,0.00173147,19886870241,33647910.92672541,0
2024-10-08 18:00:00,0.00173075,0.00176506,0.00169582,0.00173764,20105453417,34809010.58895375,0
2024-10-08 20:00:00,0.00173838,0.00181494,0.00164625,0.00180489,32751848194,56462379.89981293,0
2024-10-08 22:00:00,0.00180448,0.001842,0.0016875,0.00170536,47949489818,84845096.18769804,0
2024-10-09 00:00:00,0.00170505,0.00176868,0.00167,0.00175938,21651599195,37461695.13139104,0
2024-10-09 02:00:00,0.00175959,0.00177913,0.00168704,0.0017208,15151492238,26206467.98420161,0
2024-10-09 04:00:00,0.00172084,0.00183381,0.00170895,0.00182521,12442520564,22001958.79247354,0
2024-10-09 06:00:00,0.00182522,0.001897,0.00177018,0.00178305,31983382415,58632618.05084374,0
